Annual,AMean,AMedian,APct10,APct25,APct75,APct90,computerizationprob,EmpPrse,Hourly,HMean,HMedian,HPct10,HPct25,HPct75,HPct90,MeanPrse,NumberofRecords,OccCode,OccGroup,occtitle,occupation,soc10,TotEmp
,49840,44370,27120,34130,58840,"78,230",0.99,3.6,,23.96,21.33,13.04,16.41,28.29,37.61,1.2,1,23-2093,detailed,"Title Examiners, Abstractors, and Searchers",Title Examiners,23-2093,54620
TRUE,77480,64450,29300,44290,95210,"140,720",0.032,0.9,,*,*,*,*,*,*,0.8,1,25-1000,minor,Postsecondary Teachers,Postsecondary Teachers,25-1000,1531350
,32500,28570,19130,22440,38200,"51,990",0.0074,1.3,,15.62,13.74,9.2,10.79,18.37,25,1.3,1,25-2011,detailed,"Preschool Teachers, Except Special Education",Preschool Teachers,25-2011,370190
TRUE,54510,51640,33940,41700,63800,"79,960",0.15,1.3,,*,*,*,*,*,*,0.5,1,25-2012,detailed,"Kindergarten Teachers, Except Special Education",Kindergarten Teachers,25-2012,158150
TRUE,57730,54890,36190,43900,69450,"85,550",0.0044,0.7,,*,*,*,*,*,*,0.5,1,25-2021,detailed,"Elementary School Teachers, Except Special Education",Elementary School Teachers,25-2021,1381430
TRUE,58760,55860,37350,44800,70480,"87,060",0.17,1.4,,*,*,*,*,*,*,0.7,1,25-2022,detailed,"Middle School Teachers, Except Special and Career/Technical Education",Middle School Teachers,25-2022,632760
TRUE,58480,55190,37130,44710,68630,"86,720",0.26,5.5,,*,*,*,*,*,*,1.1,1,25-2023,detailed,"Career/Technical Education Teachers, Middle School",Career/Technical Education Teachers,25-2023,13090
TRUE,60440,57200,37800,45520,73050,"91,190",0.0078,1,,*,*,*,*,*,*,0.5,1,25-2031,detailed,"Secondary School Teachers, Except Special and Career/Technical Education",Secondary School Teachers,25-2031,962820
TRUE,58170,56130,38320,45490,69620,"83,180",0.0088,2.2,,*,*,*,*,*,*,0.5,1,25-2032,detailed,"Career/Technical Education Teachers, Secondary School",Career/Technical Education Teachers,25-2032,77430
TRUE,60300,57280,38320,45920,72310,"89,820",0.016,1.7,,*,*,*,*,*,*,1,1,25-2053,detailed,"Special Education Teachers, Middle School",Special Education Teachers,25-2053,91050
TRUE,62180,58500,38890,46780,74860,"94,200",0.0077,1.4,,*,*,*,*,*,*,0.8,1,25-2054,detailed,"Special Education Teachers, Secondary School",Special Education Teachers,25-2054,129770
,54060,50280,28870,39170,66300,"83,140",0.19,3.6,,25.99,24.17,13.88,18.83,31.88,39.97,1.1,1,25-3011,detailed,Adult Basic and Secondary Education and Literacy Teachers and Instructors,Adult Basic and Secondary Education and Literacy Teachers and Instructors,25-3011,65110
,42350,36680,19050,24810,53560,"73,610",0.13,1.5,,20.36,17.64,9.16,11.93,25.75,35.39,0.9,1,25-3021,detailed,Self-Enrichment Education Teachers,Self-Enrichment Education Teachers,25-3021,217530
,53880,50250,30430,37820,64750,"86,040",0.76,3.7,,25.9,24.16,14.63,18.18,31.13,41.36,1.4,1,25-4011,detailed,Archivists,Archivists,25-4011,5460
,56990,51520,28440,37740,70390,"91,710",0.0068,2.6,,27.4,24.77,13.67,18.14,33.84,44.09,1.1,1,25-4012,detailed,Curators,Curators,25-4012,11870
,44880,40340,23200,31060,54850,"72,570",0.59,3.3,,21.58,19.4,11.15,14.93,26.37,34.89,1.6,1,25-4013,detailed,Museum Technicians and Conservators,Museum Technicians and Conservators,25-4013,10750
,58930,56880,33810,44580,71620,"88,530",0.65,0.7,,28.33,27.35,16.26,21.43,34.43,42.56,0.3,1,25-4021,detailed,Librarians,Librarians,25-4021,131550
,34200,32310,19420,24530,41960,"51,620",0.99,1.6,,16.44,15.54,9.34,11.79,20.17,24.82,0.6,1,25-4031,detailed,Library Technicians,Library Technicians,25-4031,94170
,48220,45890,26090,34020,60520,"74,990",0.39,2.7,,23.18,22.06,12.54,16.36,29.1,36.05,1,1,25-9011,detailed,Audio-Visual and Multimedia Collections Specialists,Audio-Visual and Multimedia Collections Specialists,25-9011,10170
,51820,49190,26050,36710,63540,"80,240",0.0075,2.8,,24.91,23.65,12.53,17.65,30.55,38.58,1.4,1,25-9021,detailed,Farm and Home Management Advisors,Farm and Home Management Advisors,25-9021,8760
,64870,62270,35950,47440,79330,"97,770",0.0042,1.3,,31.19,29.94,17.28,22.81,38.14,47.01,0.4,1,25-9031,detailed,Instructional Coordinators,Instructional Coordinators,25-9031,139460
TRUE,26550,24900,17920,19920,31220,"38,000",0.56,0.6,,*,*,*,*,*,*,0.4,1,25-9041,detailed,Teacher Assistants,Teacher Assistants,25-9041,1228440
,101990,89760,47320,63590,126110,"172,900",0.023,2,,49.03,43.15,22.75,30.57,60.63,83.13,0.9,1,27-1011,detailed,Art Directors,Art Directors,27-1011,34690
,35710,30720,18680,23010,42770,"59,750",0.035,7.4,,17.17,14.77,8.98,11.06,20.56,28.73,2.7,1,27-1012,detailed,Craft Artists,Craft Artists,27-1012,5270
,54170,46460,19140,29250,68610,"99,140",0.042,6.9,,26.04,22.34,9.2,14.06,32.99,47.66,3,1,27-1013,detailed,"Fine Artists, Including Painters, Sculptors, and Illustrators",Fine Artists,27-1013,12240
,70300,63970,36930,47660,88190,"113,600",0.015,5.6,,33.8,30.76,17.75,22.91,42.4,54.62,1.5,1,27-1014,detailed,Multimedia Artists and Animators,Multimedia Artists and Animators,27-1014,30240
,69820,67130,37630,50300,86570,"104,730",0.037,4.1,,33.57,32.28,18.09,24.18,41.62,50.35,1,1,27-1021,detailed,Commercial and Industrial Designers,Commercial and Industrial Designers,27-1021,31330
,73180,63670,33170,44880,89270,"125,270",0.021,5.3,,35.18,30.61,15.95,21.58,42.92,60.23,1.4,1,27-1022,detailed,Fashion Designers,Fashion Designers ,27-1022,19040
,27010,25010,18310,20590,31080,"38,660",0.047,2.2,,12.98,12.02,8.8,9.9,14.94,18.59,0.9,1,27-1023,detailed,Floral Designers,Floral Designers,27-1023,44350
,51640,46900,27560,35170,62650,"81,320",0.082,0.9,,24.83,22.55,13.25,16.91,30.12,39.1,0.4,1,27-1024,detailed,Graphic Designers,Graphic Designers,27-1024,204850
,55510,48840,26130,35600,67900,"91,360",0.022,2.7,,26.69,23.48,12.56,17.12,32.64,43.93,1.3,1,27-1025,detailed,Interior Designers,Interior Designers ,27-1025,51050
,29790,26870,18970,21760,34750,"45,640",0.48,3.2,,14.32,12.92,9.12,10.46,16.71,21.94,0.7,1,27-1026,detailed,Merchandise Displayers and Window Trimmers,Merchandise Displayers and Window Trimmers,27-1026,100540
,54920,49530,24580,34690,69900,"92,470",0.0055,5.6,,26.4,23.81,11.82,16.68,33.6,44.45,1.7,1,27-1027,detailed,Set and Exhibit Designers,Set and Exhibit Designers,27-1027,11930
,,,,,,*,0.37,13,TRUE,37.47,18.8,9.27,11.8,48.79,#,6.2,1,27-2011,detailed,Actors,Actors,27-2011,50570
,89670,68440,31780,45140,104780,"181,780",0.022,2.6,,43.11,32.91,15.28,21.7,50.38,87.4,1.4,1,27-2012,detailed,Producers and Directors,Producers and Directors ,27-2012,104650
TRUE,80490,44680,19910,28400,89780,#,0.28,7.9,,*,*,*,*,*,*,5.8,1,27-2021,detailed,Athletes and Sports Competitors,Athletes and Sports Competitors,27-2021,11710
TRUE,40050,31000,17930,20140,48590,"70,050",0.013,1.4,,*,*,*,*,*,*,0.8,1,27-2022,detailed,Coaches and Scouts,Coaches and Scouts,27-2022,224110
TRUE,33990,24870,17890,19300,38830,"57,750",0.98,5.3,,*,*,*,*,*,*,5.6,1,27-2023,detailed,"Umpires, Referees, and Other Sports Officials",Umpires,27-2023,18620
,,,,,,*,0.13,7.5,TRUE,18.14,14.44,8.56,9.35,23.04,33.03,3,1,27-2031,detailed,Dancers,Dancers,27-2031,10030
,51560,45940,19210,28980,68220,"95,100",0.004,8.1,,24.79,22.09,9.24,13.93,32.8,45.72,3.7,1,27-2032,detailed,Choreographers,Choreographers,27-2032,5130
,59040,49820,21070,35200,70180,"101,150",0.015,2.6,,28.38,23.95,10.13,16.92,33.74,48.63,2.7,1,27-2041,detailed,Music Directors and Composers,Music Directors and Composers,27-2041,21540
,,,,,,*,0.074,3.2,TRUE,33.62,24.2,9.2,13.2,44.01,68.98,2.6,1,27-2042,detailed,Musicians and Singers,Musicians and Singers,27-2042,37090
,46410,30960,18000,20840,48910,"86,780",0.1,3.2,,22.31,14.88,8.65,10.02,23.52,41.72,2.6,1,27-3011,detailed,Radio and Television Announcers,Radio and Television Announcers,27-3011,30390
,40440,26930,17430,19160,48780,"77,010",0.72,6.3,,19.44,12.95,8.38,9.21,23.45,37.03,5.3,1,27-3012,detailed,Public Address System and Other Announcers,Public Address System and Other Announcers,27-3012,8000
,89240,65530,27370,38960,111290,#,0.067,6.5,,42.9,31.51,13.16,18.73,53.5,#,2.2,1,27-3021,detailed,Broadcast News Analysts,Broadcast News Analysts,27-3021,4730
,46560,36360,21390,27090,56780,"81,580",0.11,2.3,,22.38,17.48,10.29,13.03,27.3,39.22,1.9,1,27-3022,detailed,Reporters and Correspondents,Reporters and Correspondents,27-3022,41050
,65830,56770,31690,41520,78340,"110,080",0.18,1.1,,31.65,27.29,15.24,19.96,37.66,52.92,0.6,1,27-3031,detailed,Public Relations Specialists,Public Relations Specialists,27-3031,218910
,64910,56010,29230,39690,78140,"109,760",0.055,1.5,,31.21,26.93,14.05,19.08,37.57,52.77,0.8,1,27-3041,detailed,Editors,Editors,27-3041,96690
,73350,70240,41610,53810,90700,"112,220",0.89,1.6,,35.26,33.77,20,25.87,43.61,53.95,0.6,1,27-3042,detailed,Technical Writers,Technical Writers,27-3042,49770
,69130,60250,29230,42380,84030,"114,530",0.038,1.9,,33.24,28.97,14.05,20.38,40.4,55.06,1.3,1,27-3043,detailed,Writers and Authors,Writers and Authors,27-3043,43380
,48360,44190,23160,32470,59880,"78,520",0.38,2.9,,23.25,21.24,11.13,15.61,28.79,37.75,1.5,1,27-3091,detailed,Interpreters and Translators,Interpreters and Translators,27-3091,49650
,46630,41440,22770,30490,58360,"77,440",0.55,2.3,,22.42,19.92,10.94,14.66,28.06,37.23,0.9,1,27-4011,detailed,Audio and Video Equipment Technicians,Audio and Video Equipment Technicians,27-4011,62460
,44050,37490,19030,24940,58510,"79,260",0.74,3.7,,21.18,18.02,9.15,11.99,28.13,38.11,1.4,1,27-4012,detailed,Broadcast Technicians,Broadcast Technicians,27-4012,28270
,47200,50040,18750,35350,58570,"70,440",0.98,7.1,,22.69,24.06,9.01,16.99,28.16,33.86,2.3,1,27-4013,detailed,Radio Operators,Radio Operators,27-4013,940
,63340,53330,22510,35570,81430,"118,530",0.13,4.4,,30.45,25.64,10.82,17.1,39.15,56.99,2.3,1,27-4014,detailed,Sound Engineering Technicians,Sound Engineering Technicians,27-4014,13840
,40280,31710,18850,22600,48600,"72,200",0.021,2.3,,19.37,15.24,9.06,10.87,23.36,34.71,1.7,1,27-4021,detailed,Photographers,Photographers ,27-4021,50070
,59360,49080,25070,34200,72190,"105,120",0.6,3.4,,28.54,23.6,12.05,16.44,34.71,50.54,1.9,1,27-4031,detailed,"Camera Operators, Television, Video, and Motion Picture",Camera Operators,27-4031,20060
,80300,61750,26270,38830,104280,"155,840",0.31,6,,38.61,29.69,12.63,18.67,50.14,74.92,2.7,1,27-4032,detailed,Film and Video Editors,Film and Video Editors,27-4032,27660
,78370,64440,31310,45350,94010,"140,580",0.027,2.3,,37.68,30.98,15.05,21.8,45.2,67.59,1.9,1,29-1011,detailed,Chiropractors,Chiropractors,29-1011,32080
,172350,152700,68310,109030,,#,0.0044,1.7,,82.86,73.42,32.84,52.42,#,#,1.1,1,29-1021,detailed,"Dentists, General",Dentists,29-1021,100080
,233900,,85270,176900,,#,0.0036,9.7,,112.45,#,40.99,85.05,#,#,3.2,1,29-1022,detailed,Oral and Maxillofacial Surgeons,Oral and Maxillofacial Surgeons,29-1022,5000
,221390,,87830,137150,,#,0.023,8.6,,106.44,#,42.23,65.94,#,#,3.5,1,29-1023,detailed,Orthodontists,Orthodontists ,29-1023,5410
,161020,119740,73050,88860,,#,0.055,39.7,,77.41,57.57,35.12,42.72,#,#,9.8,1,29-1024,detailed,Prosthodontists,Prosthodontists,29-1024,710
,58410,57910,35240,46160,70580,"80,950",0.0039,1.2,,28.08,27.84,16.94,22.19,33.93,38.92,0.4,1,29-1031,detailed,Dietitians and Nutritionists,Dietitians and Nutritionists,29-1031,59740
,115750,103900,51780,77310,134790,#,0.14,2.5,,55.65,49.95,24.89,37.17,64.8,#,1.4,1,29-1041,detailed,Optometrists,Optometrists,29-1041,35300
,119270,121500,86790,107810,138660,"154,040",0.012,0.8,,57.34,58.41,41.73,51.83,66.66,74.06,0.2,1,29-1051,detailed,Pharmacists,Pharmacists,29-1051,295620
,202450,,60940,132070,,#,0.0042,0.9,,97.33,#,29.3,63.49,#,#,0.6,1,29-1060,broad,Physicians and Surgeons,Physicians and Surgeons,29-1060,642720
,99270,98180,62760,83520,118200,"139,540",0.14,1.6,,47.73,47.2,30.17,40.15,56.83,67.09,0.5,1,29-1071,detailed,Physician Assistants,Physician Assistants,29-1071,98470
,136180,119340,48920,76180,171740,#,0.0046,3.5,,65.47,57.37,23.52,36.63,82.57,#,2.3,1,29-1081,detailed,Podiatrists,Podiatrists,29-1081,9500
,81690,80150,53250,66040,96590,"116,030",0.0035,1.3,,39.27,38.54,25.6,31.75,46.44,55.78,0.4,1,29-1122,detailed,Occupational Therapists,Occupational Therapists,29-1122,114660
,85790,84020,57060,69620,98930,"119,790",0.021,1,,41.25,40.4,27.43,33.47,47.56,57.59,0.4,1,29-1123,detailed,Physical Therapists,Physical Therapists ,29-1123,209690
,84460,80220,54220,65250,99020,"121,110",0.34,2.9,,40.61,38.57,26.07,31.37,47.61,58.23,1.2,1,29-1124,detailed,Radiation Therapists,Radiation Therapists,29-1124,16930
,47790,45890,28020,35310,59400,"71,790",0.0028,2.4,,22.98,22.06,13.47,16.98,28.56,34.52,0.8,1,29-1125,detailed,Recreational Therapists,Recreational Therapists,29-1125,17880
,59640,57790,41970,48750,69470,"80,440",0.066,1,,28.67,27.78,20.18,23.44,33.4,38.67,0.3,1,29-1126,detailed,Respiratory Therapists,Respiratory Therapists,29-1126,120330
,76900,73410,46000,57300,93280,"114,840",0.0064,1.2,,36.97,35.29,22.12,27.55,44.85,55.21,0.6,1,29-1127,detailed,Speech-Language Pathologists,Speech-Language Pathologists,29-1127,131450
,99000,88490,53210,69280,116970,"158,260",0.038,1.5,,47.59,42.54,25.58,33.31,56.24,76.09,1.1,1,29-1131,detailed,Veterinarians,Veterinarians,29-1131,65650
,77420,74890,49760,61040,92560,"111,450",0.0033,4.3,,37.22,36.01,23.92,29.35,44.5,53.58,1.2,1,29-1181,detailed,Audiologists,Audiologists,29-1181,12070
,85120,74710,39440,55510,107090,"135,950",0.02,2.4,,40.92,35.92,18.96,26.69,51.49,65.36,3.5,1,29-1199,detailed,"Health Diagnosing and Treating Practitioners, All Other",Health Diagnosing and Treating Practitioners,29-1199,35750
,61860,60520,41510,51080,72780,"84,300",0.9,1.2,,29.74,29.09,19.96,24.56,34.99,40.53,0.3,1,29-2011,detailed,Medical and Clinical Laboratory Technologists,Medical and Clinical Laboratory Technologists,29-2011,162950
,41420,38970,25890,31350,49410,"60,810",0.47,1.5,,19.91,18.73,12.45,15.07,23.76,29.23,0.4,1,29-2012,detailed,Medical and Clinical Laboratory Technicians,Medical and Clinical Laboratory Technicians,29-2012,157610
,72720,72330,50140,60280,85910,"98,440",0.68,1.2,,34.96,34.77,24.11,28.98,41.3,47.33,0.5,1,29-2021,detailed,Dental Hygienists,Dental Hygienists ,29-2021,200550
,56100,54880,28420,37670,71840,"87,170",0.23,1.3,,26.97,26.38,13.66,18.11,34.54,41.91,0.4,1,29-2031,detailed,Cardiovascular Technologists and Technicians,Cardiovascular Technologists and Technicians,29-2031,51400
,70880,68970,48720,57100,81540,"97,390",0.35,1.4,,34.08,33.16,23.42,27.45,39.2,46.82,0.6,1,29-2032,detailed,Diagnostic Medical Sonographers,Diagnostic Medical Sonographers,29-2032,61250
,74990,73360,52950,62660,87240,"100,080",0.13,1.6,,36.06,35.27,25.46,30.13,41.94,48.12,0.4,1,29-2033,detailed,Nuclear Medicine Technologists,Nuclear Medicine Technologists,29-2033,19740
,35430,31980,20860,25490,42150,"55,110",0.049,1.3,,17.04,15.38,10.03,12.25,20.27,26.49,0.7,1,29-2041,detailed,Emergency Medical Technicians and Paramedics,Emergency Medical Technicians and Paramedics,29-2041,236890
,29170,26040,18230,20760,35250,"45,540",0.13,2.5,,14.03,12.52,8.77,9.98,16.95,21.9,0.8,1,29-2051,detailed,Dietetic Technicians,Dietetic Technicians ,29-2051,28950
,31680,30410,20950,24760,37280,"45,030",0.92,0.8,,15.23,14.62,10.07,11.91,17.92,21.65,0.3,1,29-2052,detailed,Pharmacy Technicians,Pharmacy Technicians,29-2052,379430
,36280,31140,20780,24740,45020,"60,690",0.043,1.7,,17.44,14.97,9.99,11.89,21.64,29.18,1.3,1,29-2053,detailed,Psychiatric Technicians,Psychiatric Technicians,29-2053,58450
,49720,48490,30750,39180,59920,"72,300",0.1,3.1,,23.9,23.31,14.78,18.84,28.81,34.76,0.7,1,29-2054,detailed,Respiratory Therapy Technicians,Respiratory Therapy Technicians,29-2054,10000
,45940,44330,31410,36340,54000,"63,410",0.34,1.3,,22.09,21.31,15.1,17.47,25.96,30.48,0.3,1,29-2055,detailed,Surgical Technologists,Surgical Technologists,29-2055,100270
,33280,31800,21890,26350,38480,"47,410",0.029,1.9,,16,15.29,10.52,12.67,18.5,22.8,0.6,1,29-2056,detailed,Veterinary Technologists and Technicians,Veterinary Technologists and Technicians,29-2056,95790
,44030,43170,32040,36300,50160,"59,510",0.058,0.6,,21.17,20.76,15.4,17.45,24.12,28.61,0.2,1,29-2061,detailed,Licensed Practical and Licensed Vocational Nurses,Licensed Practical and Licensed Vocational Nurses ,29-2061,697250
,40430,37110,24190,29130,48510,"61,400",0.91,1,,19.44,17.84,11.63,14.01,23.32,29.52,0.4,1,29-2071,detailed,Medical Records and Health Information Technicians,Medical Records and Health Information Technicians,29-2071,189930
,36820,34840,21980,27030,44940,"55,530",0.71,1.9,,17.7,16.75,10.57,13,21.61,26.7,0.7,1,29-2081,detailed,"Opticians, Dispensing",Opticians,29-2081,73520
,69960,64430,35160,47870,85260,"107,550",0.0035,4.5,,33.63,30.98,16.9,23.01,40.99,51.71,1.7,1,29-2091,detailed,Orthotists and Prosthetists,Orthotists and Prosthetists,29-2091,7100
,71790,70210,40890,53890,86990,"102,980",0.17,1.3,,34.51,33.75,19.66,25.91,41.82,49.51,0.4,1,29-9011,detailed,Occupational Health and Safety Specialists,Occupational Health and Safety Specialists,29-9011,70220
,51270,48070,30610,36920,61740,"77,780",0.25,2.3,,24.65,23.11,14.72,17.75,29.68,37.4,0.8,1,29-9012,detailed,Occupational Health and Safety Technicians,Occupational Health and Safety Technicians,29-9012,16050
TRUE,46940,44670,28480,36010,55270,"68,300",0.0071,2.7,,*,*,*,*,*,*,0.7,1,29-9091,detailed,Athletic Trainers,Athletic Trainers,29-9091,23450
,22870,21920,17480,19190,24870,"29,950",0.39,1.4,,11,10.54,8.4,9.23,11.96,14.4,0.4,1,31-1011,detailed,Home Health Aides,Home Health Aides,31-1011,820630
,28170,26190,18990,22670,32580,"40,860",0.47,1.7,,13.55,12.59,9.13,10.9,15.67,19.64,0.8,1,31-1013,detailed,Psychiatric Aides,Psychiatric Aides,31-1013,69550
,58340,57870,38440,47800,69170,"78,080",0.028,3.2,,28.05,27.82,18.48,22.98,33.25,37.54,0.7,1,31-2011,detailed,Occupational Therapy Assistants,Occupational Therapy Assistants,31-2011,35460
,31090,27800,19820,22800,35060,"48,950",0.27,8.6,,14.95,13.37,9.53,10.96,16.86,23.53,2.3,1,31-2012,detailed,Occupational Therapy Aides,Occupational Therapy Aides,31-2012,7570
,55250,55170,32640,44070,65920,"76,940",0.018,1.5,,26.56,26.52,15.69,21.19,31.69,36.99,0.5,1,31-2021,detailed,Physical Therapist Assistants,Physical Therapist Assistants,31-2021,81230
,27440,25120,18720,21280,30360,"38,040",0.61,2.1,,13.19,12.08,9,10.23,14.6,18.29,0.9,1,31-2022,detailed,Physical Therapist Aides,Physical Therapist Aides,31-2022,50540
,43170,38040,18860,25350,56180,"74,860",0.54,2.7,,20.76,18.29,9.07,12.19,27.01,35.99,1.1,1,31-9011,detailed,Massage Therapists,Massage Therapists,31-9011,92090
,36920,35980,24950,29580,43860,"50,660",0.51,0.9,,17.75,17.3,12,14.22,21.09,24.35,0.4,1,31-9091,detailed,Dental Assistants,Dental Assistants,31-9091,323110
,31910,30590,22040,26080,36800,"43,880",0.3,0.8,,15.34,14.71,10.6,12.54,17.69,21.1,0.2,1,31-9092,detailed,Medical Assistants,Medical Assistants,31-9092,601240
,34950,33330,23030,27300,40330,"49,480",0.78,1.5,,16.8,16.02,11.07,13.12,19.39,23.79,0.4,1,31-9093,detailed,Medical Equipment Preparers,Medical Equipment Preparers,31-9093,50330
,35720,34890,21600,27810,42690,"50,230",0.89,2.4,,17.17,16.77,10.38,13.37,20.53,24.15,0.7,1,31-9094,detailed,Medical Transcriptionists,Medical Transcriptionists,31-9094,57830
,27460,24450,18050,20350,31220,"42,830",0.72,4.1,,13.2,11.75,8.68,9.78,15.01,20.59,1.3,1,31-9095,detailed,Pharmacy Aides,Pharmacy Aides,31-9095,38040
,25940,24360,18060,20340,29690,"36,690",0.86,2.3,,12.47,11.71,8.68,9.78,14.27,17.64,0.7,1,31-9096,detailed,Veterinary Assistants and Laboratory Animal Caretakers,Veterinary Assistants and Laboratory Animal Caretakers,31-9096,75620
,62770,59720,38030,44020,78590,"94,080",0.025,0.5,,30.18,28.71,18.28,21.17,37.78,45.23,0.7,1,33-1011,detailed,First-Line Supervisors of Correctional Officers,First-Line Supervisors of Correctional Officers,33-1011,42520
,85810,82090,48930,63050,103810,"131,570",0.0044,0.6,,41.26,39.47,23.52,30.31,49.91,63.25,0.6,1,33-1012,detailed,First-Line Supervisors of Police and Detectives,First-Line Supervisors of Police and Detectives,33-1012,100370
,74970,72230,41790,55400,92930,"114,900",0.0036,1.1,,36.05,34.72,20.09,26.64,44.68,55.24,0.7,1,33-1021,detailed,First-Line Supervisors of Fire Fighting and Prevention Workers,First-Line Supervisors of Fire Fighting and Prevention Workers ,33-1021,58110
,49330,46870,23010,32080,63230,"79,490",0.17,0.8,,23.72,22.53,11.06,15.42,30.4,38.22,0.8,1,33-2011,detailed,Firefighters,Firefighters,33-2011,318790
,59800,56730,34260,43430,74230,"92,120",0.48,2,,28.75,27.27,16.47,20.88,35.69,44.29,1,1,33-2021,detailed,Fire Inspectors and Investigators,Fire Inspectors and Investigators,33-2021,12290
,44740,36650,24500,29630,56170,"78,430",0.048,2,,21.51,17.62,11.78,14.24,27.01,37.71,1.8,1,33-2022,detailed,Forest Fire Inspectors and Prevention Specialists,Forest Fire Inspectors and Prevention Specialists ,33-2022,1650
,44900,41670,22650,31110,60230,"73,070",0.36,1.2,,21.59,20.03,10.89,14.96,28.96,35.13,1.2,1,33-3011,detailed,Bailiffs,Bailiffs,33-3011,17730
,45320,40530,27830,32960,55720,"73,060",0.6,0.5,,21.79,19.49,13.38,15.84,26.79,35.12,0.7,1,33-3012,detailed,Correctional Officers and Jailers,Correctional Officers and Jailers,33-3012,427790
,79620,77210,41200,53810,100990,"128,690",0.34,0.4,,38.28,37.12,19.81,25.87,48.55,61.87,0.6,1,33-3021,detailed,Detectives and Criminal Investigators,Detectives and Criminal Investigators,33-3021,106580
,54970,52780,34620,42780,64870,"76,510",0.08,0.6,,26.43,25.38,16.65,20.57,31.19,36.79,0.4,1,33-3031,detailed,Fish and Game Wardens,Fish and Game Wardens,33-3031,5630
,38280,36530,22000,27570,48360,"58,060",0.84,2.8,,18.4,17.56,10.58,13.25,23.25,27.91,1.4,1,33-3041,detailed,Parking Enforcement Workers,Parking Enforcement Workers,33-3041,8710
,61270,58320,33430,42910,76160,"96,110",0.098,0.6,,29.45,28.04,16.07,20.63,36.62,46.21,0.8,1,33-3051,detailed,Police and Sheriff's Patrol Officers,Police and Sheriff ’s Patrol Officers,33-3051,653740
,62090,59670,35160,46820,76770,"93,720",0.57,7.3,,29.85,28.69,16.9,22.51,36.91,45.06,2,1,33-3052,detailed,Transit and Railroad Police,Transit and Railroad Police,33-3052,3720
,35330,33450,20830,26350,42360,"53,190",0.21,1.9,,16.98,16.08,10.02,12.67,20.36,25.57,0.6,1,33-9011,detailed,Animal Control Workers,Animal Control Workers,33-9011,13180
,52840,45610,26920,35070,62820,"85,190",0.31,7.9,,25.41,21.93,12.94,16.86,30.2,40.96,3.5,1,33-9021,detailed,Private Detectives and Investigators,Private Detectives and Investigators,33-9021,30460
,33880,31170,21460,25780,39280,"50,130",0.95,3.7,,16.29,14.99,10.32,12.39,18.89,24.1,1.2,1,33-9031,detailed,Gaming Surveillance Officers and Gaming Investigators,Gaming Surveillance Officers and Gaming Investigators,33-9031,10650
,28460,24630,18350,20370,33000,"45,010",0.84,0.9,,13.68,11.84,8.82,9.8,15.87,21.64,0.5,1,33-9032,detailed,Security Guards,Security Guards,33-9032,1097660
,27730,25100,17890,19680,32900,"39,540",0.49,1.5,,13.33,12.07,8.6,9.46,15.82,19.01,1.1,1,33-9091,detailed,Crossing Guards,Crossing Guards,33-9091,68640
,21930,19500,16770,17980,23610,"30,790",0.67,1.5,,10.54,9.38,8.06,8.64,11.35,14.8,1,1,33-9092,detailed,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Lifeguards,33-9092,141670
,45920,41500,23150,30840,57110,"74,170",0.1,1.9,,22.07,19.95,11.13,14.83,27.46,35.66,0.8,1,35-1011,detailed,Chefs and Head Cooks,Chefs and Head Cooks,35-1011,129370
,33330,30340,19990,23430,40480,"51,370",0.63,0.6,,16.02,14.59,9.61,11.26,19.46,24.7,0.3,1,35-1012,detailed,First-Line Supervisors of Food Preparation and Serving Workers,First-Line Supervisors of Food Preparation and Serving Workers ,35-1012,884090
,19610,19080,16510,17750,20810,"24,140",0.81,1.8,,9.43,9.17,7.94,8.53,10.01,11.61,0.4,1,35-2011,detailed,"Cooks, Fast Food",Cooks,35-2011,520010
,25560,23960,17400,19580,29810,"36,920",0.83,0.7,,12.29,11.52,8.36,9.41,14.33,17.75,0.3,1,35-2012,detailed,"Cooks, Institution and Cafeteria",Cooks,35-2012,404980
,37680,26300,19670,21840,38420,"77,650",0.3,25,,18.12,12.65,9.46,10.5,18.47,37.33,12,1,35-2013,detailed,"Cooks, Private Household",Cooks,35-2013,380
,24430,23100,17680,19610,28080,"33,450",0.96,0.7,,11.74,11.11,8.5,9.43,13.5,16.08,0.3,1,35-2014,detailed,"Cooks, Restaurant",Cooks,35-2014,1150760
,21940,20780,17000,18470,24270,"29,370",0.94,2.7,,10.55,9.99,8.18,8.88,11.67,14.12,0.5,1,35-2015,detailed,"Cooks, Short Order",Cooks,35-2015,193170
,22050,20180,17060,18510,24360,"30,010",0.87,1.2,,10.6,9.7,8.2,8.9,11.71,14.43,0.3,1,35-2021,detailed,Food Preparation Workers,Food Preparation Workers ,35-2021,862740
,24110,19530,16980,18190,26270,"37,980",0.77,0.9,,11.59,9.39,8.16,8.74,12.63,18.26,0.5,1,35-3011,detailed,Bartenders,Bartenders,35-3011,589150
,19710,18910,16570,17630,20420,"24,420",0.92,0.6,,9.47,9.09,7.97,8.48,9.82,11.74,0.3,1,35-3021,detailed,"Combined Food Preparation and Serving Workers, Including Fast Food",Combined Food Preparation and Serving Workers,35-3021,3216460
