Annual,AMean,AMedian,APct10,APct25,APct75,APct90,computerizationprob,EmpPrse,Hourly,HMean,HMedian,HPct10,HPct25,HPct75,HPct90,MeanPrse,NumberofRecords,OccCode,OccGroup,occtitle,occupation,soc10,TotEmp
,50680,42220,26720,33280,63110,"91,190",0.65,7,,24.37,20.3,12.85,16,30.34,43.84,4.8,1,53-7041,detailed,Hoist and Winch Operators,Hoist and Winch Operators,53-7041,2880
,34090,32090,21640,26040,39600,"48,740",0.93,1,,16.39,15.43,10.41,12.52,19.04,23.44,0.6,1,53-7051,detailed,Industrial Truck and Tractor Operators,Industrial Truck and Tractor Operators,53-7051,539810
,23940,21310,17400,18870,26650,"34,750",0.37,1.1,,11.51,10.25,8.36,9.07,12.81,16.7,0.8,1,53-7061,detailed,Cleaners of Vehicles and Equipment,Cleaners of Vehicles and Equipment,53-7061,336960
,27840,25010,18280,20270,32550,"41,780",0.85,0.6,,13.39,12.02,8.79,9.74,15.65,20.09,0.2,1,53-7062,detailed,"Laborers and Freight, Stock, and Material Movers, Hand",Laborers and Freight,53-7062,2487680
,30960,29440,19350,22420,38510,"46,390",0.93,2.6,,14.89,14.15,9.3,10.78,18.51,22.3,0.9,1,53-7063,detailed,Machine Feeders and Offbearers,Machine Feeders and Offbearers,53-7063,100020
,23710,21010,17440,18870,26910,"34,760",0.38,1.4,,11.4,10.1,8.38,9.07,12.94,16.71,0.4,1,53-7064,detailed,"Packers and Packagers, Hand",Packers and Packagers,53-7064,713130
,57510,58350,37010,49990,67910,"76,620",0.91,7.1,,27.65,28.06,17.79,24.03,32.65,36.83,1.3,1,53-7071,detailed,Gas Compressor and Gas Pumping Station Operators,Gas Compressor and Gas Pumping Station Operators,53-7071,4100
,46200,42420,26200,31690,58890,"73,350",0.9,6.3,,22.21,20.39,12.59,15.24,28.31,35.27,1.9,1,53-7072,detailed,"Pump Operators, Except Wellhead Pumpers",Pump Operators,53-7072,13390
,48180,46990,27680,35720,58950,"70,470",0.84,4.9,,23.17,22.59,13.31,17.17,28.34,33.88,1.5,1,53-7073,detailed,Wellhead Pumpers,Wellhead Pumpers,53-7073,12860
,36370,33800,19860,24990,45060,"58,790",0.93,1.6,,17.48,16.25,9.55,12.01,21.66,28.27,1.3,1,53-7081,detailed,Refuse and Recyclable Material Collectors,Refuse and Recyclable Material Collectors,53-7081,114220
,55120,55320,43230,49130,60890,"67,150",0.37,7.7,,26.5,26.59,20.78,23.62,29.27,32.28,1.2,1,53-7111,detailed,Mine Shuttle Car Operators,Mine Shuttle Car Operators,53-7111,2310
,41010,36660,22370,28320,49120,"69,820",0.72,9.4,,19.72,17.63,10.76,13.61,23.62,33.57,2.6,1,53-7121,detailed,"Tank Car, Truck, and Ship Loaders",Tank Car,53-7121,11960
