year,klemsindid,grossoutputnom,capitalnom,labornom,intermediatenom,grossoutputcon,capitalcon,laborcon,intermediatecon
2005,28,1125171.3,183088.1,557153.1,384930.0,1227988.8,178967.6,559173.6,416437.7
2006,28,1181632.5,192751.2,571815.3,417066.0,1252316.4,186010.9,578336.9,435874.0
2007,28,1208152.3,173039.1,592000.1,443113.0,1246088.1,192551.5,575283.9,452789.1
2008,28,1170903.4,165863.5,580428.9,424611.0,1179780.1,193609.8,575829.3,419137.1
2009,28,1117675.8,188718.3,548560.4,380397.0,1117675.8,188718.3,548560.4,380397.0
2010,28,1220713.9,204139.4,557834.4,458740.0,1205781.0,189131.3,554765.8,451880.5
2011,28,1255932.0,201156.8,578819.2,475956.0,1219637.8,185984.3,566653.8,460207.7
2012,28,1335260.8,220039.4,598595.4,516626.0,1265820.0,188894.5,574424.4,494506.8
2013,28,1391860.5,233024.3,614867.3,543969.0,1308325.8,191097.1,572267.4,513255.8
2014,28,1451700.0,236074.2,642666.8,572959.0,1350285.0,193072.2,580774.4,532821.6
1947,29,626.9,136.7,101.8,388.4,2624.9,485.3,5133.5,3610.9
1948,29,768.4,193.0,125.1,450.4,2774.7,510.3,5186.1,3944.6
1949,29,885.5,137.9,214.1,533.5,3383.7,559.8,4927.6,4451.8
1950,29,965.6,196.1,231.6,537.9,4005.0,612.3,4802.1,4510.9
1951,29,1133.0,238.6,281.5,612.9,4891.8,651.0,5271.5,4679.7
1952,29,1306.0,335.0,259.4,711.6,5707.1,711.8,6019.8,5301.1
1953,29,1554.1,277.3,386.4,890.4,6963.9,787.5,6423.4,6432.6
1954,29,1535.2,362.2,318.5,854.5,7058.1,865.1,6548.8,6149.3
1955,29,1701.6,312.6,459.5,929.5,8207.9,940.8,7146.1,6631.8
1956,29,1903.2,415.2,445.2,1042.9,9177.2,1032.3,8204.0,7138.0
1957,29,2047.7,421.9,534.8,1091.0,10042.6,1177.7,9148.8,7037.6
1958,29,2186.0,449.7,551.3,1185.0,10230.2,1300.2,9103.9,7585.9
1959,29,2724.9,584.8,565.3,1574.7,12871.8,1440.6,9599.0,9947.7
1960,29,3078.9,403.6,860.6,1814.6,13496.1,1662.9,10419.1,11102.5
1961,29,3327.7,562.4,791.3,1974.0,13820.6,1809.2,11309.4,11922.7
1962,29,3973.7,811.8,779.8,2382.1,16009.7,1953.7,11881.8,14300.9
1963,29,4161.3,659.4,1049.9,2452.0,17412.1,2058.4,12443.2,14758.6
1964,29,4725.1,791.2,1167.9,2766.0,20023.5,2153.9,13456.9,16595.7
1965,29,5543.3,1114.7,1201.6,3227.0,23463.9,2329.4,14578.7,19037.2
1966,29,6395.0,1140.3,1554.7,3700.0,27044.5,2674.0,16167.9,21314.6
1967,29,7739.0,1235.1,1915.9,4588.0,33051.6,3110.7,19038.0,25894.6
1968,29,8869.1,1650.6,1831.5,5387.0,37246.5,3656.2,20455.9,30032.9
1969,29,10064.7,1512.9,2426.8,6125.0,39927.2,4234.9,21542.0,33203.2
1970,29,10692.2,1844.5,2431.7,6416.0,39349.0,4560.9,21345.6,33607.5
1971,29,11605.3,1840.5,2935.7,6829.0,40261.7,4741.8,20786.2,34594.7
1972,29,12903.0,2139.8,3213.2,7550.0,43919.0,4850.8,21134.5,37367.0
1973,29,14742.9,2037.8,3852.1,8853.0,47359.1,5073.2,22415.8,40848.1
1974,29,17571.5,3212.6,3301.9,11057.0,48108.1,5131.4,22196.3,44243.9
1975,29,17873.3,2645.6,4152.6,11075.0,47857.2,5170.7,21642.6,40673.5
1976,29,20341.4,2544.9,5453.5,12343.0,52665.7,4996.1,21683.8,43055.0
1977,29,23161.1,2858.0,6260.1,14043.0,56675.3,5161.3,22223.7,45314.6
1978,29,26150.7,3167.6,7076.1,15907.0,64942.9,5533.1,23320.2,48336.3
1979,29,24550.0,2645.8,8241.2,13663.0,58720.4,6347.1,25007.2,36351.3
1980,29,36818.0,4078.6,8323.4,24416.0,68967.0,7120.7,25182.1,53144.1
1981,29,32795.7,4212.1,8739.6,19844.0,56176.9,7447.8,24563.0,38571.0
1982,29,39580.6,2794.2,10224.5,26562.0,70281.7,7379.8,24119.9,51859.7
1983,29,43031.9,3994.5,11616.4,27421.0,78425.0,7395.9,24889.8,54343.1
1984,29,49383.2,5474.3,12439.9,31469.0,85437.2,7571.8,27032.0,61889.6
1985,29,52875.5,5029.3,13394.2,34452.0,93411.6,7833.7,29260.0,67117.3
1986,29,57039.6,6222.1,13753.5,37064.0,102435.7,8190.7,31419.4,77926.1
1987,29,66412.8,7532.3,15810.5,43070.0,114625.0,8412.6,34764.1,87697.5
1988,29,74044.6,8190.9,21071.7,44782.0,121273.8,8417.8,34849.7,90003.2
1989,29,76326.6,6293.3,23272.3,46761.0,125046.9,8505.2,36745.9,89817.9
1990,29,79106.2,4946.2,25545.0,48615.0,129082.8,8636.1,40162.5,87522.0
1991,29,79410.7,5230.3,25991.5,48189.0,125726.0,8837.7,39365.0,87381.2
1992,29,81026.3,6909.4,27065.9,47051.0,130203.2,9381.2,38216.3,84813.3
1993,29,86588.5,9428.5,28834.0,48326.0,134015.8,10174.7,38832.8,86379.7
1994,29,90175.8,12238.2,30078.6,47859.0,142902.3,10873.4,40503.1,84508.8
1995,29,96135.8,13209.4,30970.4,51956.0,151037.2,12085.5,41571.6,89529.9
1996,29,102418.9,16329.0,30198.0,55892.0,159959.4,14064.4,43028.0,93450.8
1997,29,111741.6,18872.5,31703.1,61166.0,171835.4,16576.9,44330.1,101463.1
1998,29,107616.7,19705.0,30344.7,57567.0,168636.0,19720.9,46499.8,101156.2
1999,29,110788.6,19247.7,32992.9,58548.0,165877.5,21771.7,48356.3,98233.3
2000,29,119834.3,16086.7,36061.6,67686.0,155122.3,23541.9,49311.8,96009.9
2001,29,105903.0,15040.1,31664.9,59198.0,122165.8,25391.8,49352.3,87048.2
2002,29,96152.2,16228.7,30189.5,49734.0,115940.5,25104.6,46335.7,74003.4
2003,29,106738.5,16336.2,33627.3,56775.0,122335.5,23196.3,43864.3,79004.5
2004,29,115511.7,17892.1,35724.6,61895.0,134883.8,21799.2,43654.7,78521.0
2005,29,128367.8,21144.2,33619.6,73604.0,141133.0,20615.9,42587.3,80430.1
2006,29,140266.6,23029.2,36780.4,80457.0,144012.3,19635.3,40999.8,81103.4
2007,29,150736.8,20821.9,42682.9,87232.0,151480.3,19179.2,41633.9,83563.6
2008,29,160194.2,17487.5,41699.8,101007.0,145914.0,19035.9,41832.8,83731.5
2009,29,130995.4,18997.0,39396.4,72602.0,130995.4,18997.0,39396.4,72602.0
2010,29,148563.5,26490.4,40655.0,81418.0,136420.1,17276.8,40160.9,73005.6
2011,29,164568.0,23854.3,44637.7,96076.0,139462.4,16873.1,41729.5,76120.3
2012,29,172697.4,23962.1,46003.4,102732.0,139257.0,16594.9,41944.8,80132.9
2013,29,173604.2,26673.1,47759.0,99172.0,141639.9,16636.8,40168.7,78252.7
2014,29,179614.1,28336.3,49954.9,101323.0,145212.0,16850.6,41501.1,80882.4
1947,30,9442.5,2706.8,5055.6,1680.1,59798.7,17476.2,125527.5,13352.3
1948,30,10405.6,3355.5,5453.2,1596.8,57033.0,17983.7,128235.6,11343.7
1949,30,9738.4,3020.6,5031.8,1686.0,51543.6,18306.6,111610.4,11705.5
1950,30,10834.4,3551.0,5202.5,2080.9,57128.1,18262.6,110233.6,14142.7
1951,30,11732.4,3746.0,6079.3,1907.1,61527.1,18339.0,115847.1,12055.6
1952,30,11940.5,3851.1,6206.1,1883.3,59469.3,18354.2,111534.8,11659.6
1953,30,12035.3,3869.0,6233.2,1933.1,58714.2,18327.2,109923.1,11743.1
1954,30,9674.3,2989.7,5744.6,940.0,48913.0,18070.7,98247.1,5742.0
1955,30,10249.1,3644.3,5853.8,751.0,53447.9,17743.3,99076.2,4508.1
1956,30,10724.7,3475.9,6326.6,922.2,55570.8,17572.6,98522.4,5376.2
1957,30,10433.6,3340.3,6418.9,674.4,52144.4,17450.5,94336.5,3847.2
1958,30,9379.4,2680.2,5852.5,846.7,45982.9,17136.9,81499.2,4798.7
1959,30,10109.1,2484.0,5969.2,1655.9,49669.5,16630.9,79996.6,9233.6
1960,30,10086.6,2293.3,5869.3,1924.0,50988.3,16369.9,76739.0,10662.7
1961,30,9782.4,2162.7,5585.7,2034.0,50718.2,16138.9,72382.9,11235.3
1962,30,10613.4,2412.4,5676.1,2524.9,56092.2,15807.1,72337.9,13884.6
1963,30,11442.7,2418.5,5638.2,3386.0,61554.6,15575.1,71088.4,18618.7
1964,30,11832.4,2474.0,5790.4,3568.0,64828.7,15609.3,71450.1,19463.2
1965,30,12416.4,2669.8,6001.6,3745.0,69106.3,15637.1,70250.3,20106.3
1966,30,12997.9,3007.6,6184.3,3806.0,72801.2,15645.4,68634.1,19936.1
1967,30,12688.6,2403.7,6281.0,4004.0,70301.5,15624.8,66105.5,20514.4
1968,30,13196.1,2463.6,6474.5,4258.0,69812.7,15344.0,63114.5,21349.8
1969,30,13806.8,2610.2,6761.6,4435.0,68007.0,15183.0,60863.9,21508.2
1970,30,14336.9,2471.3,7201.6,4664.0,69167.8,15174.8,59223.8,21790.3
1971,30,15186.6,2851.7,7656.9,4678.0,65955.9,14855.0,55552.2,21066.4
1972,30,16072.0,3030.7,7815.4,5226.0,70232.6,14806.9,53676.6,23071.8
1973,30,17791.9,2796.7,9044.3,5951.0,75709.0,14569.7,53724.6,24753.5
1974,30,20337.8,3291.2,9756.6,7290.0,74621.5,17545.4,53271.0,26549.6
1975,30,20324.7,5035.7,7585.0,7704.0,64863.0,14690.8,49844.9,25500.6
1976,30,21410.9,3991.3,11067.6,6352.0,62071.9,14591.6,47762.0,19837.0
1977,30,24675.4,4039.7,12068.7,8567.0,66361.6,14057.3,46986.5,24656.1
1978,30,26387.0,4414.4,13196.6,8776.0,66769.8,14743.7,46079.4,23576.2
1979,30,29901.1,4681.5,14969.6,10250.0,66050.4,14455.3,46535.5,24053.7
1980,30,33632.3,5336.8,15791.5,12504.0,64106.1,14814.6,44146.2,24244.3
1981,30,37275.4,6225.5,16231.9,14818.0,62362.7,15048.8,41105.6,25668.2
1982,30,33514.5,3556.3,15348.2,14610.0,52523.7,15660.1,34919.7,25251.0
1983,30,32740.1,5328.1,15143.1,12269.0,50315.2,15291.0,30308.2,21290.0
1984,30,36054.4,5944.0,16212.4,13898.0,53088.0,14833.5,31051.7,23840.0
1985,30,33503.7,7491.9,14061.9,11950.0,49723.8,14714.9,30226.0,20282.1
1986,30,31566.5,11927.4,10830.1,8809.0,46836.6,14667.1,27646.2,15803.4
1987,30,32252.6,8143.5,13094.1,11015.0,47981.9,14355.3,26598.9,19093.8
1988,30,34238.3,6047.3,15627.0,12564.0,50287.7,13974.6,24630.1,21176.1
1989,30,34529.2,5142.5,13867.7,15519.0,51595.8,14123.0,25104.0,24977.9
1990,30,35118.8,5125.9,13807.9,16185.0,52485.1,13847.2,24757.8,24620.1
1991,30,34687.2,5506.5,15146.7,14034.0,52752.7,13668.7,23000.3,21346.4
1992,30,35575.5,4781.4,15796.0,14998.0,54313.5,13420.7,22450.5,22545.2
1993,30,35804.7,5631.4,15087.3,15086.0,54294.4,14562.6,21972.0,22306.3
1994,30,37778.3,6614.0,15155.3,16009.0,56609.1,14440.3,22369.9,23160.5
1995,30,39161.8,7815.6,13822.2,17524.0,58626.1,14866.2,23674.1,24507.4
1996,30,39255.6,6073.7,15252.9,17929.0,58936.6,14969.3,22408.0,24494.2
1997,30,39253.5,9167.5,11129.0,18957.0,58631.7,15176.3,22096.5,25539.2
1998,30,39230.5,10655.0,11875.5,16700.0,57879.7,15339.1,22404.0,23949.2
1999,30,39831.8,11081.8,11909.9,16840.0,58564.4,15510.4,21737.0,23406.8
2000,30,40521.1,9150.6,14618.5,16752.0,58613.8,15450.8,20452.5,22297.9
2001,30,41047.7,7547.2,16219.5,17281.0,58372.9,15252.4,19300.7,23159.3
2002,30,41910.9,7684.8,14674.1,19552.0,57728.8,14931.4,18925.6,25809.5
2003,30,42852.4,8242.8,15817.6,18792.0,58389.3,14793.2,18623.3,23898.7
2004,30,47251.5,13889.6,12084.0,21278.0,61976.5,15069.6,18860.0,25379.6
2005,30,53273.4,19581.8,9202.6,24489.0,63628.0,15214.7,19817.7,26321.8
2006,30,59910.7,21563.3,11199.3,27148.0,66307.5,15201.7,20111.9,27559.7
2007,30,62399.4,18100.1,14756.3,29543.0,66807.3,15409.3,19880.9,28346.5
2008,30,70036.3,17968.5,20115.8,31952.0,67371.3,15756.3,19552.3,27465.5
2009,30,56252.5,16053.9,18510.6,21688.0,56252.5,16053.9,18510.6,21688.0
2010,30,67985.0,22532.8,13489.1,31963.0,64714.8,16455.8,19073.2,29359.7
2011,30,76837.4,24358.4,14265.0,38214.0,68362.5,16844.9,20489.2,31688.7
2012,30,79767.5,20011.0,22315.5,37441.0,68378.8,17450.4,20741.8,30522.2
2013,30,82235.1,22624.5,21558.6,38052.0,68362.4,17711.2,20525.5,30331.4
2014,30,88765.7,24633.7,22656.0,41476.0,72668.3,17924.0,21084.6,33127.8
1947,31,2063.8,274.1,197.0,1592.7,13958.6,4536.9,4553.6,13898.4
1948,31,1893.6,320.0,170.0,1403.5,11168.2,4615.1,4660.4,11439.4
1949,31,1993.2,205.4,265.1,1522.7,10980.2,4555.2,4183.8,11922.4
1950,31,2018.2,237.5,279.4,1501.3,11168.9,4364.1,3872.2,11848.5
1951,31,2684.5,325.8,349.3,2009.4,14202.1,4313.1,4303.5,14333.1
1952,31,2550.9,521.3,119.0,1910.6,12911.1,4769.3,4242.4,13254.5
1953,31,2530.9,266.1,426.5,1838.3,11515.6,4322.2,4183.5,12283.3
1954,31,2101.0,427.1,179.9,1494.0,10141.1,4499.5,3953.6,9929.4
1955,31,2297.7,373.7,344.8,1579.1,11333.3,4400.9,4219.8,10390.1
1956,31,2539.3,312.9,467.8,1758.6,12406.3,4343.0,4431.8,11020.1
1957,31,2565.3,549.9,280.0,1735.4,12698.2,4606.2,4703.7,10142.7
1958,31,2028.4,369.7,369.2,1289.4,9007.7,4654.4,4203.6,7422.6
1959,31,2238.2,526.2,251.9,1460.1,9483.7,4849.3,4376.4,8276.1
1960,31,2447.1,309.7,540.2,1597.2,10783.8,4494.1,4408.5,8693.8
1961,31,2352.4,398.3,432.2,1521.8,10054.6,4605.5,4403.6,8181.6
1962,31,2713.6,332.8,554.1,1826.6,11592.3,4415.2,4409.4,9730.9
1963,31,2753.7,659.2,296.4,1798.0,11567.8,4500.9,4392.1,9521.8
1964,31,3024.8,491.9,536.8,1996.0,12411.0,4479.7,4599.5,10511.3
1965,31,3128.6,490.2,552.4,2086.0,12450.8,4542.2,4570.9,10843.1
1966,31,3699.2,547.2,655.0,2497.0,13798.0,4594.4,4786.8,12728.1
1967,31,3963.2,471.3,792.8,2699.0,14140.3,4673.9,4956.8,13494.3
1968,31,4511.2,813.0,593.2,3105.0,15951.0,4821.3,4841.4,15346.2
1969,31,4368.5,674.9,660.7,3033.0,16081.7,4983.9,4545.6,14633.1
1970,31,4725.1,632.0,783.1,3310.0,17491.3,5120.3,4409.5,15428.4
1971,31,4522.6,997.4,322.2,3203.0,16889.4,5426.7,3987.6,14427.9
1972,31,4938.7,923.7,493.0,3522.0,18224.6,5605.2,4028.0,15566.9
1973,31,5785.1,955.1,608.0,4222.0,21433.6,5945.7,4091.6,17871.7
1974,31,7216.5,1121.2,712.3,5383.0,22424.3,6277.1,4040.1,21085.8
1975,31,7880.1,1079.5,823.6,5977.0,22037.4,6576.7,3796.8,21833.8
1976,31,9789.2,1074.0,1174.2,7541.0,26626.7,6945.8,3755.2,26201.3
1977,31,11228.3,1054.1,1410.2,8764.0,30195.6,7525.9,3691.8,28345.0
1978,31,12431.7,1223.6,1572.1,9636.0,31840.8,8267.5,3737.0,29389.7
1979,31,14715.9,1497.2,1784.8,11434.0,32248.9,8961.2,3857.4,32036.1
1980,31,15920.0,2035.6,1485.4,12399.0,32064.7,9708.9,3933.1,30697.4
1981,31,17742.4,2038.6,1910.7,13793.0,33779.5,10252.9,4119.6,31094.7
1982,31,15628.2,1209.6,2266.5,12152.0,29627.3,10548.4,4022.4,26781.9
1983,31,15947.7,1550.4,2155.3,12242.0,27417.1,10780.8,3811.3,26845.3
1984,31,16365.1,1653.0,2307.2,12405.0,27362.2,10949.9,3915.4,26686.6
1985,31,16269.3,2072.4,2005.9,12191.0,25568.0,11187.7,3969.2,25695.6
1986,31,16274.9,1909.8,2188.1,12177.0,25604.1,11414.5,3850.3,25899.7
1987,31,15727.1,2315.0,1924.1,11488.0,24546.6,11644.9,3829.4,23741.9
1988,31,17366.3,2275.3,2288.0,12803.0,26312.4,11505.4,3700.6,25642.4
1989,31,17552.3,2388.0,2340.3,12824.0,26481.0,11331.9,3828.6,24794.1
1990,31,18492.2,2589.0,2563.1,13340.0,27698.9,11068.0,4252.2,24730.3
1991,31,19033.5,2756.6,3004.8,13272.0,27638.3,10794.2,4194.9,24312.6
1992,31,19078.7,2629.0,3161.7,13288.0,27952.2,10342.1,4240.8,23971.7
1993,31,19943.8,2767.6,3242.2,13934.0,28996.6,10096.6,4164.3,24672.4
1994,31,20374.0,3383.0,2978.0,14013.0,29540.7,10451.2,4313.2,24310.4
1995,31,22067.0,3595.6,2759.5,15712.0,31075.3,10874.1,4442.6,26523.1
1996,31,23805.0,3676.4,2973.5,17155.0,33399.3,11158.0,4431.2,28228.0
1997,31,24534.1,4219.8,2359.3,17955.0,34248.6,11925.4,4433.1,29363.2
1998,31,24794.0,4096.8,2364.2,18333.0,33549.0,12669.1,4426.1,31166.9
1999,31,26154.6,4049.3,2532.4,19573.0,32276.4,13130.4,4468.6,31536.8
2000,31,27527.2,4707.7,3325.5,19494.0,31455.6,13099.5,4655.2,28190.9
2001,31,27721.5,4907.6,3602.8,19211.0,30371.5,12647.7,4726.8,27861.0
2002,31,27001.1,3746.5,3629.6,19625.0,28244.5,11905.3,4882.1,28346.7
2003,31,31281.2,4805.9,3787.3,22688.0,30217.9,11349.8,4843.2,30589.2
2004,31,37466.4,5168.8,3983.6,28314.0,35200.3,11064.4,5080.5,35072.0
2005,31,39297.1,5073.1,4239.0,29985.0,36542.5,10859.1,5604.1,33573.7
2006,31,42296.1,8281.4,4989.7,29025.0,39023.2,10796.3,5715.6,30923.7
2007,31,48379.5,8898.6,5824.9,33656.0,45290.7,10805.8,5894.6,33802.7
2008,31,54727.5,10773.4,6072.1,37882.0,47506.7,10838.2,6190.0,33585.7
2009,31,49269.3,10803.5,5857.8,32608.0,49269.3,10803.5,5857.8,32608.0
2010,31,53979.0,9862.2,6025.7,38091.0,49810.4,10603.2,6120.3,35784.3
2011,31,56564.8,8343.0,7183.8,41038.0,50845.1,10301.1,6289.6,35062.3
2012,31,59330.7,7978.8,7029.9,44322.0,53519.9,10025.1,6443.8,37525.4
2013,31,60555.8,10726.0,8041.8,41788.0,55124.5,10256.7,6325.9,35041.5
2014,31,62112.6,10852.9,7752.6,43507.0,54599.3,10536.7,6666.4,36512.3
1947,32,3240.4,687.4,991.0,1561.9,18274.8,3162.8,22969.5,11220.5
1948,32,3911.6,797.0,1133.3,1981.3,20519.6,3603.8,24587.0,13140.2
1949,32,4441.7,608.1,1444.5,2389.1,24299.1,3970.2,24016.5,15556.9
1950,32,5763.1,828.2,1660.0,3274.9,33641.8,4437.9,25217.2,21595.2
1951,32,6347.7,1138.7,1660.5,3548.5,35805.2,4921.0,27192.3,22238.7
1952,32,6719.1,1034.9,1997.8,3686.4,37515.0,5014.0,27911.2,22496.8
1953,32,7492.4,1021.0,2429.5,4042.0,42010.3,5026.7,29460.2,24355.5
1954,32,6570.7,977.6,2528.8,3064.3,37948.3,4950.1,29350.4,18561.0
1955,32,7525.9,1171.9,2810.2,3543.9,39245.1,5021.0,31297.7,20609.5
1956,32,7942.4,1354.5,2958.8,3629.2,43759.6,5288.7,32986.8,21163.2
1957,32,8222.7,1442.2,3184.2,3596.4,43995.5,5477.5,33565.7,20463.7
1958,32,8067.0,1153.9,3388.4,3524.8,43679.9,5516.2,33038.4,19928.1
1959,32,9622.8,1118.0,3897.3,4607.5,48761.1,5622.7,35470.9,25320.7
1960,32,9655.6,1289.5,3950.0,4416.0,49616.8,5879.2,36199.4,24372.3
1961,32,9887.6,1312.9,4095.1,4479.5,51232.3,6156.5,37010.7,24715.2
1962,32,11074.0,1571.7,4429.5,5072.8,53518.8,6506.0,38552.1,27337.9
1963,32,11563.3,1595.3,4675.0,5293.0,59351.0,6841.4,39920.9,29156.1
1964,32,12603.7,1640.4,5076.3,5887.0,63880.6,7213.5,41154.4,32428.1
1965,32,13723.4,1940.1,5512.3,6271.0,64043.9,7615.3,42226.3,33246.7
1966,32,14858.1,2062.0,6047.1,6749.0,68181.8,8011.3,43758.1,34956.2
1967,32,15537.4,2026.0,6262.4,7249.0,69801.4,8314.7,42812.8,36750.3
1968,32,16545.7,2419.1,6818.6,7308.0,69372.7,8531.4,44304.1,35541.3
1969,32,20145.1,2485.6,7512.5,10147.0,76638.5,9050.4,45326.7,46693.7
1970,32,21558.2,2649.4,7917.8,10991.0,79923.0,9807.4,43778.5,48997.0
1971,32,23431.3,2702.0,9342.3,11387.0,80240.6,10575.9,44704.4,47983.6
1972,32,25822.5,3093.1,10754.4,11975.0,81502.0,11369.6,46248.3,48152.3
1973,32,27894.4,3191.1,12460.3,12243.0,85385.4,12443.4,49287.1,46656.0
1974,32,29933.8,3674.1,13327.7,12932.0,89032.0,12865.9,48534.1,44767.5
1975,32,31442.0,3788.8,13376.2,14277.0,88420.6,12620.9,44740.3,45683.5
1976,32,34588.0,4010.0,15641.0,14937.0,96069.0,12563.0,46293.9,45899.3
1977,32,39566.6,4059.2,17787.4,17720.0,97414.1,12562.1,48374.9,49594.2
1978,32,46480.7,4384.3,20682.4,21414.0,103463.2,13121.4,51205.3,55300.5
1979,32,50889.2,5022.4,22839.8,23027.0,103406.0,14093.6,53125.7,52988.0
1980,32,50896.3,5038.9,23337.5,22520.0,92918.2,14228.0,50188.4,44150.8
1981,32,53989.1,5222.5,24663.6,24103.0,87324.4,13737.1,50098.9,41990.6
1982,32,52423.3,5303.8,24042.5,23077.0,84282.0,13410.4,47833.6,40079.5
1983,32,59029.1,5789.9,26592.2,26647.0,99753.9,13323.7,49810.7,47068.7
1984,32,66204.9,6511.4,29998.5,29695.0,111531.9,13960.2,55427.4,51877.2
1985,32,68383.9,8139.7,31164.3,29080.0,112203.5,14677.2,59830.8,49783.4
1986,32,70882.2,9457.4,33629.8,27795.0,114813.0,15175.6,60777.0,48920.2
1987,32,80164.3,8854.4,35665.8,35644.0,127583.4,15620.3,64496.2,61122.2
1988,32,90388.7,8876.4,36294.2,45218.0,143470.5,15889.7,65078.9,76304.4
1989,32,98193.6,10461.5,38373.2,49359.0,150494.9,15713.4,66330.2,79848.3
1990,32,108550.1,10036.5,40368.6,58145.0,159195.8,14967.9,67450.3,88849.7
1991,32,108826.1,10843.4,41074.8,56908.0,162295.4,14044.6,63957.3,87181.9
1992,32,117726.1,12000.5,43597.7,62128.0,175710.2,13062.4,65624.6,94247.6
1993,32,124374.4,13722.1,46341.3,64311.0,182785.1,12687.7,70183.9,95940.8
1994,32,137887.6,15573.1,51773.5,70541.0,199864.2,13706.6,77328.2,103481.1
1995,32,144003.4,15370.7,54448.7,74184.0,205324.7,15392.2,81951.7,105436.4
1996,32,152732.2,15904.6,58374.6,78453.0,216487.3,16529.7,85017.9,108791.8
1997,32,163681.9,15607.3,61246.6,86828.0,226684.3,17496.1,86319.0,119467.8
1998,32,175951.8,20416.5,64789.3,90746.0,238355.0,18661.6,89268.9,128377.2
1999,32,187792.8,21268.8,70691.0,95833.0,247644.0,19576.5,91116.9,132117.8
2000,32,200676.4,24972.3,72721.1,102983.0,254047.9,20502.6,89934.7,133681.6
2001,32,201561.1,23516.1,73476.0,104569.0,248134.4,21020.0,87768.0,135874.5
2002,32,205445.2,21672.5,75026.6,108746.0,249451.7,21094.1,85974.3,139116.5
2003,32,211278.7,25775.8,75239.9,110263.0,249600.5,21345.4,84378.8,135875.5
2004,32,233736.8,27537.6,81174.2,125025.0,265781.8,22209.0,87394.4,144668.0
2005,32,259015.4,29050.3,87133.1,142832.0,278790.2,24658.6,91481.6,153559.7
2006,32,276077.5,32868.7,91623.8,151585.0,286068.0,28068.9,92481.1,153631.4
2007,32,282508.2,28365.4,93999.8,160143.0,286907.5,29091.3,93679.3,158203.4
2008,32,286879.6,29089.0,90072.7,167718.0,273662.9,28043.1,89409.0,151113.6
2009,32,232408.0,26705.1,81788.9,123914.0,232408.0,26705.1,81788.9,123914.0
2010,32,252650.9,30960.7,81541.1,140149.0,248241.6,25592.6,82088.1,129497.8
2011,32,280707.3,31009.7,89936.7,159761.0,260799.8,26041.1,87002.1,132938.1
2012,32,299942.6,32508.4,94984.2,172450.0,269576.8,27734.2,90106.5,138616.5
2013,32,309132.0,31718.9,98380.1,179033.0,273986.0,29063.9,91523.5,143735.8
2014,32,331333.8,32692.9,105579.9,193061.0,288889.6,30619.6,96411.7,155388.6
1947,33,3683.8,1585.3,224.1,1874.3,53952.4,16841.7,18604.5,15642.5
1948,33,3726.1,1608.7,235.3,1882.2,51322.7,16393.6,18420.3,14542.6
1949,33,3759.1,892.7,897.6,1968.8,48714.4,15199.8,17329.3,14540.9
1950,33,3826.9,1472.2,413.8,1940.8,45962.9,14882.5,16107.9,13956.1
1951,33,3914.1,1801.2,249.3,1863.7,43651.4,14470.7,16090.5,12521.0
1952,33,3993.6,1861.2,243.0,1889.3,42953.5,14090.6,15845.5,12346.6
1953,33,4046.7,1766.3,346.7,1933.6,41559.6,13669.5,15640.6,12345.0
1954,33,3540.9,1658.5,361.0,1521.3,35311.3,13307.2,14933.3,9666.7
1955,33,3494.1,1630.7,434.1,1429.3,33253.0,12975.8,14369.8,8933.4
1956,33,3616.4,1870.4,207.2,1538.8,33028.4,12699.1,14166.8,9398.9
1957,33,3612.6,1755.5,402.8,1454.3,32222.3,12381.7,14229.6,8680.8
1958,33,3404.9,1256.9,667.9,1480.0,30235.8,12026.9,13618.7,8756.5
1959,33,3617.8,1596.3,354.1,1667.4,30166.4,11725.0,13481.0,9716.3
1960,33,3612.0,689.0,1244.2,1678.8,30074.0,10070.4,13462.3,9757.7
1961,33,3531.0,1438.2,577.8,1515.0,27665.8,10890.3,13145.1,8744.1
1962,33,3736.1,1759.1,420.5,1556.5,28209.0,10664.5,12420.7,8955.3
1963,33,3722.5,1196.3,867.3,1659.0,28086.5,10350.5,11750.7,9562.5
1964,33,3851.5,1348.8,807.7,1695.0,28177.3,10279.5,10949.9,9810.7
1965,33,4007.2,1863.4,432.8,1711.0,28565.4,10093.4,11148.1,9741.0
1966,33,4236.2,1790.4,653.8,1792.0,29310.7,9876.4,11152.1,9928.0
1967,33,4536.7,1628.6,1068.1,1840.0,30105.1,9699.0,11091.3,9967.0
1968,33,4975.8,2295.3,597.5,2083.0,31622.5,9533.7,11206.1,10971.2
1969,33,5490.2,2148.1,792.0,2550.0,33250.5,9335.5,11159.7,12937.6
1970,33,6070.8,2335.0,729.7,3006.0,34367.6,9145.5,10952.5,14654.1
1971,33,6656.1,2281.0,955.1,3420.0,35107.0,8959.3,11075.9,15942.6
1972,33,7049.7,2384.3,1024.4,3641.0,36261.6,8775.2,10730.4,16402.4
1973,33,7220.2,2201.1,1077.0,3942.0,35886.6,8604.6,10457.3,16505.5
1974,33,7853.9,2806.5,675.4,4372.0,36297.4,8429.8,10246.6,15587.0
1975,33,8430.6,2686.0,1076.6,4668.0,35874.0,8242.3,9829.8,15016.4
1976,33,9166.0,2181.7,1893.3,5091.0,36362.3,8041.5,9511.0,15453.5
