year,klemsindid,grossoutputnom,capitalnom,labornom,intermediatenom,grossoutputcon,capitalcon,laborcon,intermediatecon
2001,13,444863.9,64114.4,108543.5,272206.0,317442.1,94925.2,166807.4,278528.6
2002,13,376764.5,69098.4,102866.1,204800.0,281973.0,98625.9,146039.7,213859.1
2003,13,377462.1,77245.2,115587.9,184629.0,298848.5,97499.7,137021.9,194430.2
2004,13,391148.1,81908.6,119131.5,190108.0,322596.5,96579.0,139094.6,197650.3
2005,13,397818.7,92867.1,117630.5,187321.0,339941.2,97182.8,138608.6,193001.0
2006,13,412157.3,94715.3,128121.0,189321.0,367207.9,99634.1,140269.9,190663.3
2007,13,430407.3,94510.1,132075.3,203822.0,403914.4,102505.4,133828.4,203512.7
2008,13,419058.2,104053.7,129458.5,185546.0,408750.0,107040.6,132845.7,182202.6
2009,13,352751.8,108502.5,119741.4,124508.0,352751.8,108502.5,119741.4,124508.0
2010,13,367969.3,122956.6,125309.6,119703.0,373338.2,106756.9,121211.0,118569.5
2011,13,375640.1,117758.8,130419.3,127462.0,387662.2,107695.3,122522.5,123822.9
2012,13,378516.8,122119.6,133919.2,122478.0,394120.4,110309.4,122550.7,119349.8
2013,13,377818.8,128525.5,131503.3,117790.0,392988.8,110807.1,119713.6,116027.5
2014,13,379324.5,130800.0,134320.5,114204.0,394633.3,111636.1,117659.9,112777.4
1947,14,5022.8,1065.8,940.0,3017.0,50525.5,2115.7,28249.3,23787.7
1948,14,4762.9,1144.9,990.0,2628.0,48332.9,2258.7,27936.2,19094.7
1949,14,4492.4,1132.5,889.0,2471.0,46101.3,2356.7,23543.9,17694.2
1950,14,5421.9,1506.3,1056.6,2859.0,43895.0,2418.1,28126.9,19393.6
1951,14,6653.7,1780.8,1346.9,3526.0,46504.4,2547.0,32468.5,21612.0
1952,14,6869.5,1937.3,1571.1,3361.0,43571.3,2746.0,35539.3,20226.3
1953,14,7516.0,2130.4,1834.6,3551.0,43098.4,3003.1,39426.6,20762.4
1954,14,6804.7,1935.9,1703.7,3165.0,42651.5,3308.9,35103.8,18400.1
1955,14,7364.4,2133.0,1843.4,3388.0,41993.0,3625.9,37189.0,18876.8
1956,14,8509.5,2412.7,2082.8,4014.0,44172.8,4095.5,39501.7,21096.3
1957,14,8372.1,2551.2,2234.0,3587.0,41618.0,4539.0,39910.8,18290.8
1958,14,9069.5,2417.1,2195.3,4457.0,46098.2,4739.5,36518.2,22614.0
1959,14,10842.9,2798.1,2662.8,5382.0,46554.7,4892.5,42158.7,26172.0
1960,14,11298.6,2811.6,2870.0,5617.0,46198.0,5142.4,43868.4,26906.5
1961,14,11792.0,2782.7,2992.3,6017.0,48585.5,5410.3,43858.3,28916.8
1962,14,13074.7,3020.9,3324.8,6729.0,54221.7,5639.5,47103.1,32290.4
1963,14,14259.8,3179.4,3368.5,7712.0,59521.9,5898.8,46102.1,37091.2
1964,14,15326.0,3381.4,3483.6,8461.0,64059.3,6200.0,45405.4,40208.1
1965,14,17316.1,4147.9,3791.2,9377.0,71813.1,6592.2,49627.3,43951.3
1966,14,19689.6,4805.0,4429.5,10455.0,79735.8,7109.9,56943.4,47969.7
1967,14,20297.3,4961.4,4783.9,10552.0,80150.5,7743.6,57943.8,47401.3
1968,14,21524.0,5131.4,5162.6,11230.0,83152.5,8345.2,57441.8,49103.6
1969,14,23004.8,5240.0,5690.8,12074.0,87252.4,8993.8,58546.5,50874.3
1970,14,23049.1,4873.8,5747.3,12428.0,83820.7,9595.6,53603.1,49847.6
1971,14,23141.9,5327.3,5669.6,12145.0,82269.3,10073.1,49867.6,47575.2
1972,14,26008.9,6004.1,6167.8,13837.0,91673.2,10598.7,51814.5,52936.2
1973,14,29873.3,6680.6,7165.7,16027.0,102184.6,11255.1,56318.9,57867.6
1974,14,33604.2,6085.0,7810.1,19709.0,99473.8,11918.6,55387.8,59343.0
1975,14,31054.6,6719.2,7690.4,16645.0,82290.8,12344.2,48310.9,45090.1
1976,14,35472.6,7779.6,8617.0,19076.0,89751.4,12609.1,50274.4,49278.0
1977,14,41240.6,9399.2,9791.4,22050.0,99010.4,12907.9,53945.9,53722.8
1978,14,45926.6,10165.5,11305.1,24456.0,104107.3,13317.8,56719.5,55742.7
1979,14,51778.0,10568.9,13028.2,28181.0,107450.7,13841.5,57076.7,58409.8
1980,14,53811.1,10390.7,14581.4,28839.0,100483.3,14458.5,53689.6,54010.7
1981,14,56608.2,11396.6,16154.6,29057.0,98536.8,15145.1,54321.3,50674.9
1982,14,54097.8,7958.2,17057.6,29082.0,90090.8,15695.8,47931.6,49748.5
1983,14,57507.7,9093.9,18730.8,29683.0,92929.2,15834.9,49046.4,48987.5
1984,14,65444.0,10139.1,21523.8,33781.0,102995.5,16564.0,53519.6,54638.8
1985,14,66639.5,9984.5,23059.0,33596.0,102989.3,17319.9,51907.3,54054.6
1986,14,67970.9,10656.3,23373.7,33941.0,104686.3,17710.0,49177.4,54650.1
1987,14,72217.7,12240.8,23796.9,36180.0,108156.2,17968.6,48598.8,56292.9
1988,14,77810.5,14511.0,23248.4,40051.0,111814.9,17919.0,49741.7,58761.1
1989,14,82103.3,17625.4,23971.0,40507.0,112797.9,18174.7,48253.9,57733.5
1990,14,81050.4,17970.8,23941.6,39138.0,109168.9,18663.8,48891.0,55057.3
1991,14,77202.6,17738.5,23091.1,36373.0,102878.3,19153.6,46528.0,51077.1
1992,14,82891.0,18356.7,23403.3,41131.0,110182.4,19683.7,45718.0,57559.7
1993,14,89000.4,18862.9,24674.5,45463.0,117715.8,20079.6,46286.9,63047.6
1994,14,97028.7,21596.3,25132.4,50300.0,126636.1,20406.8,46725.7,67959.2
1995,14,102932.3,20932.4,25119.0,56881.0,131055.0,21138.3,45628.7,73337.1
1996,14,106532.0,20703.7,25821.3,60007.0,135357.3,22128.6,44262.1,78631.7
1997,14,110750.0,19586.9,27441.1,63722.0,140688.0,22881.5,44744.9,84124.8
1998,14,114459.6,12402.1,28184.5,73873.0,146026.1,23568.1,43424.1,100146.4
1999,14,115852.6,15040.6,29565.0,71247.0,148658.3,23978.1,42624.3,97437.1
2000,14,122488.3,14343.1,31357.2,76788.0,155493.5,24467.1,42060.9,102134.8
2001,14,109957.8,14068.4,30130.5,65759.0,139885.0,24945.8,38975.3,88857.5
2002,14,100426.8,15476.0,28108.8,56842.0,128834.9,24780.8,35683.0,77330.8
2003,14,97919.0,17705.1,27777.9,52436.0,126082.5,23959.7,34771.0,70078.2
2004,14,102645.9,13394.3,28624.7,60627.0,127483.3,23279.2,34073.2,74839.8
2005,14,109026.6,13868.7,29233.9,65924.0,129667.8,22521.7,33382.1,76377.8
2006,14,117071.3,20975.2,30345.1,65751.0,129377.9,22013.0,33761.5,68425.8
2007,14,126451.2,19037.2,31065.0,76349.0,133596.2,21888.1,33040.9,75809.2
2008,14,126396.7,24180.3,30866.5,71350.0,127522.8,21879.1,32993.9,67001.6
2009,14,101907.1,21689.2,28546.9,51671.0,101907.1,21689.2,28546.9,51671.0
2010,14,108665.2,21129.0,29179.3,58357.0,105579.3,21384.2,28572.0,54507.7
2011,14,117141.0,19535.1,28230.9,69375.0,110398.6,21286.3,29443.9,60940.3
2012,14,123149.0,20913.0,30333.0,71903.0,114253.2,21347.7,30915.7,63785.6
2013,14,122795.9,22648.3,31839.6,68308.0,114304.8,21417.8,32056.4,61510.5
2014,14,124912.2,22898.4,32564.8,69449.0,116238.3,21497.8,30924.9,62878.8
1947,15,14713.7,1390.5,2999.2,10324.0,88610.1,1652.4,31839.3,69983.7
1948,15,16725.0,1701.8,3332.2,11691.0,92166.6,1821.6,33646.0,72569.8
1949,15,20802.6,2444.9,3471.7,14886.0,106446.1,1941.0,31915.8,89341.0
1950,15,27845.7,3369.6,4395.1,20081.0,142676.1,2038.7,36172.7,117646.0
1951,15,24515.8,2704.5,4980.3,16831.0,120019.5,2214.3,38827.9,90586.6
1952,15,21855.9,2987.2,5128.8,13740.0,101656.0,2467.3,36774.4,72137.3
1953,15,28929.9,3363.6,6444.2,19122.0,134235.6,2745.7,42357.4,99232.0
1954,15,27786.0,3000.9,5734.1,19051.0,128141.5,3021.6,35687.0,98206.1
1955,15,36202.3,5020.3,7097.1,24085.0,161826.3,3320.5,41669.5,119766.3
1956,15,31649.4,3277.2,6702.2,21670.0,133956.6,3577.1,37577.3,102226.6
1957,15,34348.3,3896.3,6862.0,23590.0,139665.3,3740.6,36006.7,107579.4
1958,15,28119.6,2442.4,5864.2,19813.0,111189.8,3780.3,28776.7,89103.3
1959,15,36335.4,4565.4,6650.0,25120.0,140413.0,3802.8,32770.9,109929.5
1960,15,39763.7,4852.4,7165.2,27746.0,154923.6,3882.2,34091.1,121114.0
1961,15,33880.9,4602.5,6447.4,22831.0,132223.1,3978.6,30331.5,99668.2
1962,15,42004.1,6213.8,7666.2,28124.0,163414.4,4085.3,33308.5,122336.8
1963,15,45245.3,7165.1,8528.2,29552.0,176679.6,4254.7,35352.8,128722.0
1964,15,49009.5,7115.3,9287.1,32607.0,190005.8,4486.1,36448.4,140535.3
1965,15,59228.7,8874.4,10704.3,39650.0,226654.0,4827.9,40509.3,169025.5
1966,15,59782.4,8449.7,11373.7,39959.0,224981.9,5261.0,42234.3,167388.6
1967,15,52620.4,7565.9,10934.5,34120.0,195233.8,5624.7,39644.9,140002.5
1968,15,62752.7,9181.1,13370.6,40201.0,227150.1,5907.0,41809.9,160061.3
1969,15,65237.1,8712.1,14245.0,42280.0,229597.8,6224.1,42864.2,162353.1
1970,15,56761.4,5693.7,13102.7,37965.0,192509.0,6517.4,37175.4,139515.7
1971,15,73382.8,9072.5,15428.3,48882.0,235932.3,6937.1,38995.9,173778.0
1972,15,81859.7,9454.8,16969.0,55436.0,247425.0,7308.5,41817.4,191469.0
1973,15,93741.3,9086.2,20055.1,64600.0,278474.0,7706.5,46163.3,212514.0
1974,15,86873.3,4645.4,19159.9,63068.0,234687.5,7942.0,42375.4,179932.1
1975,15,86859.1,6881.2,18660.9,61317.0,206718.5,7677.9,37316.4,155630.9
1976,15,114014.8,10795.1,23868.7,79351.0,255476.2,7825.6,41688.6,191414.8
1977,15,137045.7,13369.8,29281.9,94394.0,287722.6,8161.8,44959.8,213459.7
1978,15,157455.7,13650.7,32591.0,111214.0,308395.8,8739.7,48172.8,234124.9
1979,15,160426.6,9487.9,35128.7,115810.0,290255.9,9314.7,47671.3,222711.5
1980,15,135012.4,6722.5,27109.9,101180.0,221356.1,9804.8,37037.9,176573.3
1981,15,152685.5,9337.9,33462.6,109885.0,222155.6,10434.0,36639.2,175190.9
1982,15,147801.0,9447.1,31106.9,107247.0,202269.6,10771.5,31958.7,165076.7
1983,15,185634.0,15020.3,37583.6,133030.0,246632.3,10304.2,35672.6,198759.9
1984,15,224074.3,22460.8,44975.5,156638.0,291487.8,10352.1,41385.1,229173.8
1985,15,231146.0,20310.5,50252.5,160583.0,294558.7,10784.8,42912.3,232049.6
1986,15,234805.3,20646.6,51885.8,162273.0,293432.8,11360.9,42368.8,230298.6
1987,15,245476.0,22479.9,48929.1,174067.0,301707.4,11928.9,42148.4,239418.7
1988,15,265054.2,23304.1,53148.1,188602.0,320296.6,12060.7,43034.6,248589.0
1989,15,275927.5,22664.9,52830.6,200432.0,324701.7,12208.1,42838.5,257158.6
1990,15,255587.5,21344.8,42992.7,191250.0,294504.2,12534.2,41386.4,241099.8
1991,15,245958.0,15126.5,49122.5,181709.0,275232.1,12900.4,39019.2,225767.5
1992,15,282797.7,19348.9,57165.8,206283.0,310203.0,13125.5,40770.0,253746.3
1993,15,318431.3,28386.9,61324.4,228720.0,342520.9,13663.8,42799.4,277354.0
1994,15,372126.2,35597.3,68491.9,268037.0,391566.5,14557.1,46985.9,317293.7
1995,15,387795.2,36449.8,68182.4,283163.0,402262.4,15700.8,48225.8,325037.6
1996,15,392633.5,40971.5,67209.0,284453.0,403672.2,16969.7,48525.3,327964.0
1997,15,428749.9,48647.9,63856.9,316245.0,443260.3,18074.6,49187.9,366758.7
1998,15,446527.9,51827.6,72345.3,322355.0,465831.7,19071.5,49749.3,378408.7
1999,15,502265.3,57269.2,77820.1,367176.0,522547.5,20015.1,51573.1,433455.7
2000,15,482002.3,56743.1,81181.2,344078.0,499304.6,20655.9,52011.1,403284.2
2001,15,455201.5,50924.7,74200.8,330076.0,473808.5,20907.9,46063.7,389911.9
2002,15,478260.7,60612.4,75411.3,342237.0,504512.0,21167.7,44590.8,404444.6
2003,15,489384.1,66909.3,77231.8,345243.0,517244.6,21558.1,42568.4,405148.3
2004,15,509221.4,62720.7,77404.8,369096.0,532624.6,21838.9,44482.2,417614.4
2005,15,523652.1,60153.9,76608.3,386890.0,545979.4,21837.2,43749.3,423552.7
2006,15,524301.2,57165.8,77311.4,389824.0,548213.5,21927.5,43013.0,411745.3
2007,15,513212.9,51371.2,73746.7,388095.0,530548.2,21800.8,40570.2,400184.6
2008,15,421024.8,33173.9,58374.9,329476.0,426667.8,21288.3,36093.2,324386.4
2009,15,319936.5,20160.7,28204.8,271571.0,319936.5,20160.7,28204.8,271571.0
2010,15,422551.3,40707.4,52077.9,329766.0,419955.9,19058.1,28479.8,322389.7
2011,15,488703.5,57238.7,53756.8,377708.0,479210.3,18918.6,30626.5,356224.1
2012,15,510644.9,65791.0,59736.0,385118.0,491388.4,18989.4,32491.3,359014.1
2013,15,547982.2,71582.8,61858.4,414541.0,524502.9,19393.1,34156.7,385207.5
2014,15,599685.8,75244.5,68782.2,455659.0,567160.6,19830.9,36428.1,422469.8
1947,16,4293.1,459.1,1257.0,2577.0,39003.0,3774.0,30403.4,17902.0
1948,16,4728.2,789.4,1370.8,2568.0,39692.8,3489.4,30967.4,16407.9
1949,16,5134.2,869.8,1331.4,2933.0,41678.1,3502.5,29425.8,18329.0
1950,16,5180.2,1004.7,1372.5,2803.0,40649.8,3526.7,30178.0,16809.6
1951,16,8000.4,1460.5,2426.9,4113.0,56503.0,3979.9,47854.9,22278.2
1952,16,11492.6,2206.7,3691.9,5594.0,80971.7,4702.6,69951.6,29935.2
1953,16,12276.8,2636.0,4507.8,5133.0,84813.6,5158.0,79970.8,26825.2
1954,16,14287.7,2668.8,4259.9,7359.0,97632.8,5443.5,71663.8,38125.6
1955,16,13634.7,2580.5,4294.2,6760.0,89718.5,5694.3,69923.6,33677.1
1956,16,15224.8,2726.2,4921.6,7577.0,92916.7,6313.9,74660.2,35434.7
1957,16,18015.9,3335.4,5527.5,9153.0,104500.8,7092.2,79121.3,41196.3
1958,16,18818.8,3336.0,5404.8,10078.0,107257.8,7525.5,71767.6,44948.9
1959,16,19331.8,3021.0,5753.8,10557.0,107884.0,7910.5,73230.7,45498.4
1960,16,18531.8,2760.2,5584.6,10187.0,102553.5,8337.1,66793.1,43409.9
1961,16,19707.0,3176.7,5768.3,10762.0,108782.4,8604.7,66150.2,45782.1
1962,16,20683.3,3640.1,6422.1,10621.0,114037.2,9043.1,71587.3,45090.2
1963,16,21477.0,3969.1,6944.0,10564.0,118699.4,9568.8,72614.8,44800.7
1964,16,21996.3,4125.5,7148.7,10722.0,120654.9,10028.5,71382.6,44924.0
1965,16,23747.3,4406.0,7535.3,11806.0,128839.5,10724.0,73728.0,48799.2
1966,16,28344.2,5267.9,9347.3,13729.0,151033.8,12008.9,86839.6,55437.1
1967,16,33034.4,5784.6,10270.8,16979.0,171717.0,13747.9,91773.1,66986.2
1968,16,35819.3,6158.0,10961.3,18700.0,181406.5,15398.7,91162.1,71801.6
1969,16,37115.4,4986.3,11487.1,20642.0,180243.5,16938.7,86443.4,76265.4
1970,16,35360.4,4937.6,10395.8,20027.0,161700.3,17636.4,71487.2,70418.4
1971,16,34225.8,5042.7,9411.1,19772.0,151208.5,17846.4,61662.0,67538.9
1972,16,34748.2,4841.2,10264.0,19643.0,148722.2,17770.6,64535.3,65285.2
1973,16,41118.3,4844.2,11233.1,25041.0,168078.2,17880.1,67275.0,78844.5
1974,16,46096.3,5259.4,12408.9,28428.0,169243.6,17930.4,67815.9,78406.9
1975,16,50604.2,5475.3,13285.9,31843.0,164320.5,18199.1,64616.7,78751.1
1976,16,52891.1,5631.1,14091.9,33168.0,159310.7,18253.3,63338.0,77604.1
1977,16,57098.4,5588.6,16004.8,35505.0,159912.3,18262.7,64162.5,78070.7
1978,16,64495.2,6018.6,18438.6,40038.0,170042.3,18965.9,69466.3,82622.4
1979,16,79723.1,6516.1,21960.0,51247.0,191771.5,20358.1,76604.9,97290.9
1980,16,91495.5,6015.5,25390.0,60090.0,198686.3,22162.7,78591.5,103784.2
1981,16,96330.6,5464.2,25639.4,65227.0,187506.6,24122.5,79395.9,103716.0
1982,16,94443.4,15411.6,29374.8,49657.0,169080.5,24620.8,73140.4,75784.4
1983,16,100574.3,18882.9,29809.4,51882.0,171720.8,25662.2,71856.3,75920.8
1984,16,105499.9,23565.9,32729.0,49205.0,173692.3,27671.0,76387.8,70298.9
1985,16,118506.5,20048.9,36134.6,62323.0,192827.4,30477.7,81812.5,88253.7
1986,16,129730.5,22290.5,39652.0,67788.0,212562.1,32772.5,86147.3,95633.6
1987,16,131528.0,25252.7,42138.3,64137.0,213684.5,35367.7,90363.3,88458.7
1988,16,138857.4,23600.8,43092.7,72164.0,220919.3,37048.0,93126.4,95840.4
1989,16,143657.5,22107.0,45568.5,75982.0,220507.3,38609.9,93977.7,98156.5
1990,16,156649.7,22999.4,47580.3,86070.0,234873.1,39862.3,91994.1,109223.1
1991,16,154487.2,30638.0,46928.2,76921.0,226769.2,40034.6,86600.3,96257.1
1992,16,154598.3,21074.1,45924.1,87600.0,222150.1,39322.4,82113.5,108300.6
1993,16,145433.0,21336.8,42865.3,81231.0,203576.3,38582.8,75871.8,98981.3
1994,16,133578.1,15238.4,37750.7,80589.0,183173.1,37924.6,72268.6,96494.1
1995,16,128294.0,14518.0,37088.0,76688.0,172709.0,37088.5,67941.1,89796.5
1996,16,136576.3,18812.2,41697.2,76067.0,181371.2,37331.6,69617.9,89734.5
1997,16,155985.8,20082.8,42539.0,93364.0,203782.0,38930.9,73177.3,110666.8
1998,16,184553.8,22431.5,44403.3,117719.0,239443.3,42064.3,76754.7,142085.2
1999,16,180530.5,22454.1,51402.4,106674.0,231839.4,44148.6,74788.0,130346.2
2000,16,162107.0,20358.2,50774.8,90974.0,202648.6,43228.1,72097.4,110833.1
2001,16,180137.7,24842.8,52047.9,103247.0,220252.0,41532.6,67252.9,126543.7
2002,16,172851.0,21696.5,51205.5,99949.0,209412.3,40917.4,63357.3,121935.1
2003,16,169810.6,21049.5,51483.1,97278.0,200491.4,40057.0,60288.9,116967.1
2004,16,174763.6,19550.5,56253.1,98960.0,199343.8,39220.7,63324.5,113740.6
2005,16,201479.4,32041.6,57708.7,111729.0,222223.6,39295.7,64951.6,123855.7
2006,16,212563.4,35751.9,60324.5,116487.0,226686.1,40351.4,67736.0,124087.3
2007,16,261071.0,47532.2,66322.9,147216.0,272547.8,42040.7,70748.2,151867.7
2008,16,270536.7,42623.7,68792.0,159121.0,274782.2,43442.7,71983.1,156822.0
2009,16,249895.7,44125.4,67532.2,138238.0,249895.7,44125.4,67532.2,138238.0
2010,16,247903.9,45498.9,66470.1,135935.0,245291.7,44389.9,65737.4,133247.4
2011,16,256280.4,43650.1,71664.4,140966.0,248212.3,44388.4,66590.0,134170.3
2012,16,295486.9,47679.5,66213.4,181594.0,281362.7,44532.3,68662.9,170416.4
2013,16,308890.6,51994.2,66984.4,189912.0,289884.8,45135.0,68976.9,177494.5
2014,16,327656.1,56500.6,69312.6,201843.0,303006.9,46586.9,69368.2,187760.9
1947,17,2557.3,201.4,1001.9,1354.0,17545.3,404.5,17885.4,8851.4
1948,17,2415.5,146.4,1284.1,985.0,15556.6,413.6,18560.3,5903.9
1949,17,2373.6,162.5,1236.1,975.0,15283.7,419.5,17156.0,6029.7
1950,17,3252.5,203.8,1464.7,1584.0,20292.6,430.5,19766.7,9247.5
1951,17,3510.7,292.1,1567.6,1651.0,19446.1,448.4,19421.1,8679.0
1952,17,3547.1,232.5,1678.6,1636.0,20251.1,454.6,19694.8,8788.6
1953,17,3911.4,139.2,1793.2,1979.0,22100.2,451.6,20063.4,10593.7
1954,17,3694.3,135.3,1727.0,1832.0,20914.3,454.3,18577.1,9809.9
1955,17,4260.6,255.7,1897.9,2107.0,23818.9,474.1,19933.4,11025.1
1956,17,4574.8,262.4,2000.4,2312.0,24500.7,492.4,20284.0,11692.7
1957,17,4560.9,210.6,2053.2,2297.0,23721.4,502.7,19905.6,11470.1
1958,17,5350.6,168.6,1974.0,3208.0,27565.1,508.0,18866.5,15990.4
1959,17,5826.0,234.4,2202.6,3389.0,29636.8,512.8,20068.5,16448.3
1960,17,5718.2,218.6,2221.6,3278.0,28799.0,518.0,19777.3,15870.2
1961,17,5582.6,226.7,2187.9,3168.0,28148.5,521.1,18894.1,15474.8
1962,17,6073.6,280.9,2367.6,3425.0,30405.4,532.2,19906.0,16615.7
1963,17,6060.4,335.6,2453.8,3271.0,30175.2,556.2,20152.4,15786.7
1964,17,6498.5,393.9,2667.6,3437.0,31949.2,581.9,21103.9,16343.3
1965,17,7067.5,556.7,2902.8,3608.0,34417.0,615.2,22597.9,16954.1
1966,17,7708.7,541.7,3255.9,3911.0,36327.3,666.5,24260.3,17902.6
1967,17,7874.4,525.9,3298.5,4050.0,36315.5,719.5,23782.5,18322.5
1968,17,8586.0,553.0,3653.0,4380.0,37829.5,763.3,24081.2,18876.1
1969,17,9339.9,649.4,3961.5,4729.0,39089.8,804.7,24312.8,19415.4
1970,17,9140.0,511.8,3879.2,4749.0,37664.0,861.5,22482.5,19255.6
1971,17,9824.6,581.9,4080.8,5162.0,39098.0,920.9,22184.2,20056.7
1972,17,11922.4,830.3,4704.1,6388.0,45562.4,976.3,24216.8,23803.0
1973,17,13388.1,647.6,5332.5,7408.0,48355.6,1056.3,25133.7,25291.0
1974,17,13901.6,512.1,5564.5,7825.0,44544.8,1082.4,23900.9,23221.0
1975,17,13055.0,696.1,5207.9,7151.0,38805.5,1093.3,20651.8,19779.3
1976,17,15083.6,959.7,6006.0,8118.0,42725.3,1117.9,22110.1,20989.2
1977,17,18481.3,1055.9,6822.4,10603.0,49332.1,1156.0,23329.9,25543.9
1978,17,21470.4,1422.4,7738.0,12310.0,53260.0,1221.2,24538.0,27418.3
1979,17,23013.4,838.0,8540.4,13635.0,52702.2,1278.8,24628.6,27776.6
1980,17,24207.6,1482.4,8939.2,13786.0,51220.1,1328.7,22773.4,25933.5
1981,17,25786.2,1342.4,9714.7,14729.0,50920.6,1375.4,22799.5,25898.5
1982,17,25841.7,1298.6,9684.1,14859.0,48519.5,1419.3,20954.4,25751.7
1983,17,28725.0,2063.1,10740.9,15921.0,52515.4,1432.5,22949.9,26406.9
1984,17,32855.5,2756.2,12219.2,17880.0,58230.9,1492.8,25954.8,29042.5
1985,17,34188.4,2875.9,12970.5,18342.0,58868.7,1561.4,26429.8,29516.7
1986,17,36174.3,3032.6,13770.7,19371.0,61051.8,1621.1,26777.3,31016.4
1987,17,41489.6,2987.4,14878.3,23624.0,68436.1,1702.6,28195.9,36557.8
1988,17,42828.1,2891.5,15787.6,24149.0,67570.2,1755.4,29396.4,35548.8
1989,17,44632.3,3477.8,16186.5,24968.0,67979.3,1817.0,29290.4,35566.4
1990,17,44818.8,2642.6,16336.2,25840.0,66270.4,1875.8,28145.9,36098.0
1991,17,42312.0,2653.6,15613.4,24045.0,61289.5,1897.6,26402.0,33242.1
1992,17,46197.3,3308.2,16742.1,26147.0,66082.5,1929.8,27418.8,35391.2
1993,17,48956.7,4170.1,17556.5,27230.0,68172.6,1976.8,28379.3,35639.0
1994,17,52576.9,3988.9,18545.0,30043.0,70662.2,2043.6,29731.9,38311.8
1995,17,55114.4,4216.6,19057.8,31840.0,71890.5,2138.0,29750.0,39111.6
1996,17,57020.2,5820.9,19698.3,31501.0,73101.5,2273.5,29747.6,38813.9
1997,17,64128.1,7007.5,20978.5,36142.0,81080.4,2416.7,30897.1,44315.0
1998,17,69581.0,6689.7,22996.3,39895.0,86844.5,2550.0,31648.5,49651.5
1999,17,72560.9,7276.8,24403.1,40881.0,89430.8,2718.6,32675.8,50426.2
2000,17,74860.4,8014.9,25545.5,41300.0,90882.3,2878.8,33279.8,50388.6
2001,17,71392.7,6378.1,24899.6,40115.0,85539.5,2964.3,31208.0,49260.1
2002,17,75667.9,6830.0,24475.9,44362.0,89764.2,3063.7,29229.1,54315.9
2003,17,74641.3,5806.3,24639.0,44196.0,87743.3,3129.3,28139.2,53085.1
2004,17,78017.0,5683.0,25364.9,46969.0,90094.6,3143.8,28718.7,52856.1
2005,17,84011.4,7701.1,26042.3,50268.0,93681.9,3164.0,28280.9,54557.9
2006,17,85257.8,8434.9,26104.9,50718.0,92308.9,3211.8,27896.7,52577.7
2007,17,82877.4,6546.5,25912.0,50419.0,87904.1,3264.0,26530.3,51662.0
2008,17,77160.5,3784.0,24123.5,49253.0,79152.9,3271.6,24739.1,47850.5
2009,17,59711.9,3160.1,19870.8,36681.0,59711.9,3160.1,19870.8,36681.0
2010,17,57533.2,4129.6,18057.6,35346.0,57461.1,2909.6,19183.8,34279.2
2011,17,60334.6,4462.3,17994.3,37878.0,58995.5,2838.1,19141.4,35508.5
2012,17,66250.4,4811.7,18254.7,43184.0,63211.0,2800.0,19674.1,39805.0
2013,17,69754.8,5421.3,19509.5,44824.0,65701.4,2782.6,20377.2,40512.3
2014,17,71375.9,5407.9,20676.0,45292.0,66134.9,2780.4,21152.4,40159.2
1947,18,5173.3,185.2,1436.1,3552.0,28878.3,1874.9,36813.6,24285.5
1948,18,5782.3,311.3,1456.1,4015.0,30954.1,2109.5,37561.5,25342.4
1949,18,5854.6,191.8,1473.8,4189.0,31574.7,2371.7,33886.7,26844.0
1950,18,6780.6,253.9,1683.7,4843.0,35674.3,2563.5,37215.1,29724.4
1951,18,7066.5,442.7,1741.8,4882.0,34718.4,2816.7,37935.8,27053.1
1952,18,7280.5,565.6,1720.9,4994.0,36377.2,3068.6,37751.6,27988.6
1953,18,7541.3,496.3,1985.0,5060.0,37145.4,3330.2,40424.8,28086.1
1954,18,7349.0,368.3,2058.7,4922.0,35872.4,3491.3,37980.9,27246.1
1955,18,7979.5,300.1,2325.4,5354.0,38672.8,3699.6,38733.6,28907.7
1956,18,8540.7,660.6,2112.2,5768.0,39892.6,3844.1,39264.3,29836.5
1957,18,8547.5,580.2,2282.3,5685.0,39271.7,4155.2,37130.2,28789.2
1958,18,7112.7,513.0,2345.7,4254.0,32383.2,4261.2,35053.2,21515.3
1959,18,8031.0,698.8,2467.2,4865.0,36232.7,4286.0,37014.0,23958.4
1960,18,8412.6,519.1,2683.5,5210.0,37648.7,4451.3,36849.5,25423.3
1961,18,8747.7,659.9,2577.8,5510.0,39272.1,4572.8,36364.5,27008.5
1962,18,9085.3,878.2,2677.1,5530.0,40760.7,4726.4,38156.5,26999.3
1963,18,9663.9,551.5,3035.4,6077.0,43637.4,4935.2,38422.2,29672.9
1964,18,10173.7,545.9,3274.8,6353.0,45654.6,5135.0,39632.8,30661.2
1965,18,11088.9,954.9,3281.0,6853.0,48922.8,5256.0,42247.7,32662.9
1966,18,11891.0,962.3,3774.7,7154.0,51064.7,5681.4,43861.3,33310.1
1967,18,12717.4,717.2,4258.2,7742.0,53152.1,6205.8,43336.2,35371.0
1968,18,13731.3,1307.5,4200.8,8223.0,55691.4,6559.5,42706.1,36535.3
1969,18,14881.3,1084.9,4887.4,8909.0,58899.9,7098.8,42700.2,38198.3
1970,18,14877.5,1372.5,4450.0,9055.0,56948.1,7498.3,40600.4,37307.9
1971,18,15471.0,1192.9,5024.2,9254.0,57168.8,7869.4,39620.3,37030.8
